Model,Attack,Partition,Aggregator,Iteration,TestAccuracy,TestLoss,xi,A
mlp,static,iid,TriMean,17,0.1403,2.2983144943237304,0.09033399075269699,0.17902468144893646
mlp,static,iid,TriMean,18,0.1429,2.297916662597656,0.08955810219049454,0.1813899725675583
mlp,static,iid,TriMean,19,0.1453,2.297516554260254,0.08554408699274063,0.17830559611320496
mlp,static,iid,TriMean,20,0.1489,2.297115509414673,0.08503419160842896,0.17557550966739655
mlp,static,iid,TriMean,21,0.1516,2.2967172702789305,0.08668001741170883,0.17037925124168396
mlp,static,iid,TriMean,22,0.1545,2.2963170959472654,0.09325730800628662,0.17058947682380676
mlp,static,iid,TriMean,23,0.1567,2.2959179767608644,0.0900910273194313,0.1674586683511734
mlp,static,iid,TriMean,24,0.1599,2.2955235382080077,0.08820176869630814,0.16098453104496002
mlp,static,iid,TriMean,25,0.1623,2.2951284606933595,0.08795642107725143,0.16099783778190613
mlp,static,iid,TriMean,26,0.1652,2.2947363548278807,0.0949171632528305,0.16016647219657898
mlp,static,iid,TriMean,27,0.1667,2.2943414527893067,0.09931831806898117,0.15983399748802185
mlp,static,iid,TriMean,28,0.1688,2.29395040473938,0.10092515498399734,0.16110241413116455
mlp,static,iid,TriMean,29,0.1703,2.293559133911133,0.09356416016817093,0.16455450654029846
mlp,static,iid,TriMean,30,0.1719,2.2931715343475343,0.09055520594120026,0.16250817477703094
mlp,static,iid,TriMean,31,0.1744,2.292783682632446,0.08787064999341965,0.16201628744602203
mlp,static,iid,TriMean,32,0.1767,2.2923932781219483,0.09265989810228348,0.16068518161773682
mlp,static,iid,TriMean,33,0.1786,2.2920060306549073,0.0920596793293953,0.163982555270195
mlp,static,iid,TriMean,34,0.1799,2.2916177265167237,0.0885847955942154,0.1639796793460846
mlp,static,iid,TriMean,35,0.1813,2.291227620315552,0.07795282453298569,0.1596280038356781
mlp,static,iid,TriMean,36,0.1828,2.290837841415405,0.08120478689670563,0.16059358417987823
mlp,static,iid,TriMean,37,0.1856,2.290445942687988,0.08239492028951645,0.1613025665283203
mlp,static,iid,TriMean,38,0.1867,2.2900578159332277,0.0792095959186554,0.16040010750293732
mlp,static,iid,TriMean,39,0.1885,2.289666073989868,0.07634234428405762,0.15859515964984894
mlp,static,iid,TriMean,40,0.1907,2.289280136489868,0.07162705063819885,0.15799659490585327
mlp,static,iid,TriMean,41,0.1919,2.2888945991516114,0.07755963504314423,0.16095630824565887
mlp,static,iid,TriMean,42,0.1937,2.288507662200928,0.08367013931274414,0.15661311149597168
mlp,static,iid,TriMean,43,0.1952,2.2881185985565184,0.0801011174917221,0.16064152121543884
mlp,static,iid,TriMean,44,0.1965,2.287729542922974,0.0753125324845314,0.15859663486480713
mlp,static,iid,TriMean,45,0.1987,2.287342786407471,0.07902677357196808,0.16042299568653107
mlp,static,iid,TriMean,46,0.2003,2.286952920150757,0.09270010888576508,0.16607323288917542
mlp,static,iid,TriMean,47,0.2016,2.286560916519165,0.08385736495256424,0.16899003088474274
mlp,static,iid,TriMean,48,0.2037,2.286173247528076,0.08276300132274628,0.1670166552066803
mlp,static,iid,TriMean,49,0.2047,2.285783731460571,0.08103287220001221,0.16640165448188782
mlp,static,iid,FABA,0,0.1035,2.3056563076019287,0.27311527729034424,0.25800979137420654
mlp,static,iid,FABA,1,0.1034,2.3054873069763184,0.2541378140449524,0.234089657664299
mlp,static,iid,FABA,2,0.1032,2.3053169300079346,0.22734951972961426,0.21688880026340485
mlp,static,iid,FABA,3,0.1035,2.3051464527130126,0.19939588010311127,0.2064783126115799
mlp,static,iid,FABA,4,0.1036,2.3049747589111327,0.1826636791229248,0.19880567491054535
mlp,static,iid,FABA,5,0.1038,2.304805323791504,0.17166706919670105,0.19256091117858887
mlp,static,iid,FABA,6,0.104,2.3046366874694826,0.15600654482841492,0.18094530701637268
mlp,static,iid,FABA,7,0.1039,2.3044681991577147,0.1394563764333725,0.16476793587207794
mlp,static,iid,FABA,8,0.1038,2.304300225830078,0.12298891693353653,0.1575273871421814
mlp,static,iid,FABA,9,0.1038,2.3041308876037596,0.11890938133001328,0.15520958602428436
mlp,static,iid,FABA,10,0.1036,2.3039615295410156,0.11637276411056519,0.15245971083641052
mlp,static,iid,FABA,11,0.1036,2.303792470932007,0.10883266478776932,0.1481374055147171
mlp,static,iid,FABA,12,0.1038,2.3036243064880373,0.09704259037971497,0.143104687333107
mlp,static,iid,FABA,13,0.1039,2.30345570640564,0.09508902579545975,0.13725367188453674
mlp,static,iid,FABA,14,0.1039,2.3032886779785158,0.0941987931728363,0.13798266649246216
mlp,static,iid,FABA,15,0.1039,2.3031225273132323,0.08483873307704926,0.1395970582962036
mlp,static,iid,FABA,16,0.1042,2.3029546234130858,0.07537001371383667,0.1453874558210373
mlp,static,iid,FABA,17,0.1041,2.3027866355895994,0.07127447426319122,0.14456725120544434
mlp,static,iid,FABA,18,0.1043,2.3026203773498537,0.07056500762701035,0.14223617315292358
mlp,static,iid,FABA,19,0.1044,2.302452864074707,0.0693291574716568,0.13587158918380737
mlp,static,iid,FABA,20,0.1044,2.3022853450775145,0.06896767765283585,0.1359124779701233
mlp,static,iid,FABA,21,0.1045,2.302121299743652,0.06961597502231598,0.1323774755001068
mlp,static,iid,FABA,22,0.1047,2.301958634185791,0.07372573763132095,0.13309994339942932
mlp,static,iid,FABA,23,0.1048,2.3017968341827393,0.06882472336292267,0.13568884134292603
mlp,static,iid,FABA,24,0.1048,2.301634601211548,0.0741933286190033,0.1309138387441635
mlp,static,iid,FABA,25,0.105,2.3014722312927245,0.07506053894758224,0.13492323458194733
mlp,static,iid,FABA,26,0.1053,2.3013088542938234,0.07321612536907196,0.13181641697883606
mlp,static,iid,FABA,27,0.1054,2.301146459197998,0.07499583810567856,0.12967562675476074
mlp,static,iid,FABA,28,0.1056,2.3009837745666504,0.07043446600437164,0.12791691720485687
mlp,static,iid,FABA,29,0.1057,2.300821804046631,0.07405444234609604,0.1288544237613678
mlp,static,iid,FABA,30,0.106,2.3006616214752196,0.07125856727361679,0.1267355978488922
mlp,static,iid,FABA,31,0.106,2.3004989433288574,0.06702379882335663,0.12822844088077545
mlp,static,iid,FABA,32,0.1062,2.3003353454589845,0.0648404136300087,0.12801021337509155
mlp,static,iid,FABA,33,0.1062,2.3001719944000243,0.06857029348611832,0.13066397607326508
mlp,static,iid,FABA,34,0.1064,2.300008955383301,0.0675954669713974,0.12786316871643066
mlp,static,iid,FABA,35,0.1067,2.2998446025848387,0.0675014927983284,0.13333681225776672
mlp,static,iid,FABA,36,0.1067,2.2996807319641115,0.0634867399930954,0.13761083781719208
mlp,static,iid,FABA,37,0.1069,2.2995172554016112,0.06210999935865402,0.1341547667980194
mlp,static,iid,FABA,38,0.1068,2.2993529312133787,0.0635724738240242,0.1363375186920166
mlp,static,iid,FABA,39,0.1067,2.299188444900513,0.0657198503613472,0.13183662295341492
mlp,static,iid,FABA,40,0.1068,2.2990243530273435,0.06499721109867096,0.12601859867572784
mlp,static,iid,FABA,41,0.1071,2.2988586891174316,0.06506356596946716,0.13045667111873627
mlp,static,iid,FABA,42,0.1071,2.298694451904297,0.06319435685873032,0.1274181306362152
mlp,static,iid,FABA,43,0.1076,2.2985307094573977,0.06855369359254837,0.12662576138973236
mlp,static,iid,FABA,44,0.1076,2.2983682861328125,0.06344456970691681,0.12846718728542328
mlp,static,iid,FABA,45,0.1075,2.2982057334899904,0.0718453973531723,0.12158501893281937
mlp,static,iid,FABA,46,0.1077,2.2980443992614745,0.06768841296434402,0.12549148499965668
mlp,static,iid,FABA,47,0.1076,2.2978829769134523,0.055969081819057465,0.12862077355384827
mlp,static,iid,FABA,48,0.108,2.297721463775635,0.05546533688902855,0.1258942037820816
mlp,static,iid,FABA,49,0.1083,2.297559782409668,0.060340169817209244,0.13098517060279846
mlp,static,iid,CC,0,0.0935,2.301682409286499,0.25286954641342163,0.29396387934684753
mlp,static,iid,CC,1,0.0944,2.3013963592529296,0.23102255165576935,0.2704896926879883
mlp,static,iid,CC,2,0.0951,2.301110137939453,0.2077239751815796,0.2526499629020691
mlp,static,iid,CC,3,0.0955,2.300821453857422,0.19203923642635345,0.23711135983467102
mlp,static,iid,CC,4,0.0965,2.3005341999053956,0.17335137724876404,0.2231832891702652
mlp,static,iid,CC,5,0.0969,2.3002467697143554,0.16552306711673737,0.21424412727355957
mlp,static,iid,CC,6,0.0974,2.2999597633361817,0.14735491573810577,0.20328204333782196
mlp,static,iid,CC,7,0.0981,2.2996720123291015,0.13330191373825073,0.19242849946022034
mlp,static,iid,CC,8,0.0992,2.2993830711364747,0.12617087364196777,0.18704108893871307
mlp,static,iid,CC,9,0.0998,2.2990947269439697,0.1166744977235794,0.17932946979999542
mlp,static,iid,CC,10,0.1002,2.298808309173584,0.11376065015792847,0.17378036677837372
mlp,static,iid,CC,11,0.1008,2.2985218395233153,0.10399577766656876,0.1724758893251419
mlp,static,iid,CC,12,0.1016,2.2982341320037842,0.0934033915400505,0.16914334893226624
mlp,static,iid,CC,13,0.1018,2.2979472690582274,0.08779238164424896,0.168439581990242
mlp,static,iid,CC,14,0.1025,2.2976613922119142,0.08604145050048828,0.16891495883464813
mlp,static,iid,CC,15,0.1032,2.2973759590148926,0.08502446115016937,0.17095068097114563
mlp,static,iid,CC,16,0.1035,2.2970909950256346,0.08321785181760788,0.1659197211265564
mlp,static,iid,CC,17,0.1043,2.296806685256958,0.080556221306324,0.16554702818393707
mlp,static,iid,CC,18,0.1049,2.2965235328674316,0.07834934443235397,0.16471067070960999
mlp,static,iid,CC,19,0.1059,2.2962405620574953,0.07821737974882126,0.16273686289787292
mlp,static,iid,CC,20,0.1063,2.295958748626709,0.08100878447294235,0.16341151297092438
mlp,static,iid,CC,21,0.1068,2.2956777782440185,0.0809837281703949,0.15915672481060028
mlp,static,iid,CC,22,0.1073,2.295397072982788,0.08586202561855316,0.16661511361598969
mlp,static,iid,CC,23,0.1089,2.295115990447998,0.08066093176603317,0.16716745495796204
mlp,static,iid,CC,24,0.1094,2.294833550643921,0.0788985937833786,0.16895921528339386
mlp,static,iid,CC,25,0.1103,2.2945509841918947,0.07732629030942917,0.17338265478610992
mlp,static,iid,CC,26,0.1108,2.2942697959899903,0.07892504334449768,0.16612608730793
mlp,static,iid,CC,27,0.1116,2.293989569854736,0.0905488058924675,0.1728105992078781
mlp,static,iid,CC,28,0.1127,2.293710008239746,0.09499308466911316,0.16933929920196533
mlp,static,iid,CC,29,0.1138,2.293431016921997,0.0866888239979744,0.16668938100337982
mlp,static,iid,CC,30,0.1152,2.2931511989593507,0.08282242715358734,0.16955669224262238
mlp,static,iid,CC,31,0.1158,2.2928727031707763,0.0742042064666748,0.1684250831604004
mlp,static,iid,CC,32,0.1161,2.2925939739227297,0.07426908612251282,0.16566647589206696
mlp,static,iid,CC,33,0.1168,2.292315250778198,0.07501879334449768,0.16241668164730072
mlp,static,iid,CC,34,0.1177,2.2920371452331545,0.07851825654506683,0.1616925299167633
mlp,static,iid,CC,35,0.1186,2.2917605758666992,0.0780130922794342,0.16535261273384094
mlp,static,iid,CC,36,0.1197,2.291483268737793,0.07497470825910568,0.1684146374464035
mlp,static,iid,CC,37,0.1201,2.2912041145324706,0.07233260571956635,0.17071817815303802
mlp,static,iid,CC,38,0.1208,2.2909253471374513,0.07019396126270294,0.1700182408094406
mlp,static,iid,CC,39,0.1213,2.2906480560302733,0.07334422320127487,0.17020447552204132
mlp,static,iid,CC,40,0.1224,2.290371534347534,0.07988297939300537,0.16968399286270142
mlp,static,iid,CC,41,0.1232,2.2900944526672364,0.07556071877479553,0.16431929171085358
mlp,static,iid,CC,42,0.1244,2.2898172863006594,0.07221835106611252,0.16690699756145477
mlp,static,iid,CC,43,0.1253,2.2895412200927736,0.07561765611171722,0.16870371997356415
mlp,static,iid,CC,44,0.1258,2.289263990020752,0.07811016589403152,0.17068438231945038
mlp,static,iid,CC,45,0.127,2.2889868278503416,0.07705499976873398,0.16992715001106262
mlp,static,iid,CC,46,0.128,2.28871169090271,0.0720711424946785,0.16553595662117004
mlp,static,iid,CC,47,0.1286,2.28843556060791,0.07233860343694687,0.16582971811294556
mlp,static,iid,CC,48,0.1295,2.2881595932006835,0.07202021777629852,0.17257770895957947
mlp,static,iid,CC,49,0.1302,2.2878833782196044,0.07776883989572525,0.1712588369846344
mlp,static,iid,LFighter,0,0.0767,2.3019749118804933,0.24338431656360626,0.26645421981811523
mlp,static,iid,LFighter,1,0.0768,2.3017643661499023,0.21371902525424957,0.2463606894016266
mlp,static,iid,LFighter,2,0.0772,2.3015563079833985,0.2042318880558014,0.2294652760028839
mlp,static,iid,LFighter,3,0.0777,2.301325505065918,0.18795542418956757,0.21099741756916046
mlp,static,iid,LFighter,4,0.0778,2.3010958976745606,0.1691560000181198,0.19310083985328674
mlp,static,iid,LFighter,5,0.0783,2.300866897201538,0.1560944765806198,0.18087643384933472
mlp,static,iid,LFighter,6,0.0788,2.3006399295806883,0.13970403373241425,0.17008204758167267
mlp,static,iid,LFighter,7,0.0797,2.3004128139495847,0.13137567043304443,0.1608356237411499
mlp,static,iid,LFighter,8,0.0801,2.300185255050659,0.11330156773328781,0.1579277217388153
mlp,static,iid,LFighter,9,0.0807,2.29995712890625,0.1101827621459961,0.1502845287322998
mlp,static,iid,LFighter,10,0.0806,2.299727964401245,0.10070908069610596,0.1415308713912964
mlp,static,iid,LFighter,11,0.081,2.299500909805298,0.09283941984176636,0.13944998383522034
mlp,static,iid,LFighter,12,0.0811,2.299272811126709,0.0894550159573555,0.1386415958404541
mlp,static,iid,LFighter,13,0.0813,2.299044272232056,0.08103441447019577,0.1385488361120224
mlp,static,iid,LFighter,14,0.0818,2.2988176055908203,0.08180766552686691,0.13563263416290283
mlp,static,iid,LFighter,15,0.0823,2.2985899532318115,0.0815294086933136,0.1350763440132141
mlp,static,iid,LFighter,16,0.0827,2.2983623474121093,0.08772429078817368,0.13930779695510864
mlp,static,iid,LFighter,17,0.0832,2.2981352401733397,0.08510008454322815,0.13733848929405212
mlp,static,iid,LFighter,18,0.0834,2.2979088832855226,0.07369481772184372,0.13607771694660187
mlp,static,iid,LFighter,19,0.0838,2.297681922531128,0.06598694622516632,0.1332552433013916
mlp,static,iid,LFighter,20,0.0843,2.2974546981811526,0.06524142622947693,0.13086539506912231
mlp,static,iid,LFighter,21,0.0849,2.2972279724121094,0.06449436396360397,0.1276434361934662
mlp,static,iid,LFighter,22,0.0854,2.2969993019104002,0.06348595768213272,0.12741152942180634
mlp,static,iid,LFighter,23,0.0856,2.2967713745117186,0.06552419066429138,0.12747906148433685
mlp,static,iid,LFighter,24,0.0859,2.296545056915283,0.06779871135950089,0.12529993057250977
mlp,static,iid,LFighter,25,0.0864,2.2963209560394287,0.06531807780265808,0.1261863112449646
mlp,static,iid,LFighter,26,0.0864,2.2960956932067873,0.07011248916387558,0.12796925008296967
mlp,static,iid,LFighter,27,0.087,2.2958708141326905,0.07323882728815079,0.12712016701698303
mlp,static,iid,LFighter,28,0.0876,2.295643849945068,0.0747874304652214,0.12939675152301788
mlp,static,iid,LFighter,29,0.0884,2.2954188888549805,0.07021252810955048,0.1286516636610031
mlp,static,iid,LFighter,30,0.0883,2.2951935222625734,0.06616806983947754,0.12854167819023132
mlp,static,iid,LFighter,31,0.0889,2.29496858215332,0.07326338440179825,0.12792567908763885
mlp,static,iid,LFighter,32,0.0891,2.2947438537597655,0.06682515144348145,0.12630696594715118
mlp,static,iid,LFighter,33,0.0895,2.2945198093414305,0.06394825130701065,0.12714755535125732
mlp,static,iid,LFighter,34,0.0897,2.294293361663818,0.06477420777082443,0.12372630089521408
mlp,static,iid,LFighter,35,0.09,2.2940658447265627,0.06318840384483337,0.12572328746318817
mlp,static,iid,LFighter,36,0.0903,2.293838835525513,0.06561321020126343,0.1229298785328865
mlp,static,iid,LFighter,37,0.0909,2.2936129859924317,0.06098078191280365,0.1255493313074112
mlp,static,iid,LFighter,38,0.0918,2.293388102722168,0.06377096474170685,0.12679734826087952
mlp,static,iid,LFighter,39,0.0927,2.2931629192352294,0.06384052336215973,0.13038350641727448
mlp,static,iid,LFighter,40,0.093,2.2929382652282713,0.06252775341272354,0.12652289867401123
mlp,static,iid,LFighter,41,0.0934,2.2927138999938963,0.061832573264837265,0.12433334439992905
mlp,static,iid,LFighter,42,0.094,2.292489030838013,0.06419415026903152,0.12359917908906937
mlp,static,iid,LFighter,43,0.0947,2.2922634506225585,0.0592198520898819,0.1258634775876999
mlp,static,iid,LFighter,44,0.0951,2.2920384063720705,0.060809481889009476,0.1256137490272522
mlp,static,iid,LFighter,45,0.0957,2.2918137634277342,0.06598984450101852,0.12859496474266052
mlp,static,iid,LFighter,46,0.096,2.2915876026153565,0.07127522677183151,0.1283571720123291
mlp,static,iid,LFighter,47,0.0961,2.291361740875244,0.06878191977739334,0.12925241887569427
mlp,static,iid,LFighter,48,0.0972,2.291137014389038,0.0657794252038002,0.12787547707557678
mlp,static,iid,LFighter,49,0.0981,2.290913327407837,0.05827181041240692,0.12946762144565582
mlp,static,dirichlet,Mean,0,0.1028,2.309969739151001,0.6184717416763306,0.37360164523124695
mlp,static,dirichlet,Mean,1,0.1028,2.309713009262085,0.6037211418151855,0.3587603271007538
mlp,static,dirichlet,Mean,2,0.1028,2.3094551628112794,0.5868332982063293,0.34878864884376526
mlp,static,dirichlet,Mean,3,0.1028,2.3091964332580566,0.5832430720329285,0.3445071280002594
mlp,static,dirichlet,Mean,4,0.1028,2.3089370738983153,0.5713149905204773,0.33349159359931946
mlp,static,dirichlet,Mean,5,0.1028,2.30868035697937,0.5568941831588745,0.3240137994289398
mlp,static,dirichlet,Mean,6,0.1028,2.308424061203003,0.553233802318573,0.3182472288608551
mlp,static,dirichlet,Mean,7,0.1028,2.308170852661133,0.5521466732025146,0.31618091464042664
mlp,static,dirichlet,Mean,8,0.1028,2.30791575050354,0.5405449867248535,0.31652694940567017
mlp,static,dirichlet,Mean,9,0.1028,2.3076608127593996,0.5259794592857361,0.31016334891319275
mlp,static,dirichlet,Mean,10,0.1028,2.3074059864044187,0.5196475982666016,0.31155017018318176
mlp,static,dirichlet,Mean,11,0.1028,2.3071497325897217,0.520649790763855,0.30802932381629944
mlp,static,dirichlet,Mean,12,0.1028,2.3068909515380858,0.5113224387168884,0.28304919600486755
mlp,static,dirichlet,Mean,13,0.1028,2.3066323204040526,0.5007830858230591,0.2894083857536316
mlp,static,dirichlet,Mean,14,0.1028,2.3063745155334474,0.5015609264373779,0.2872609496116638
mlp,static,dirichlet,Mean,15,0.1028,2.30611651802063,0.4961000382900238,0.29066765308380127
mlp,static,dirichlet,Mean,16,0.1028,2.305858939743042,0.5051423907279968,0.2875813841819763
mlp,static,dirichlet,Mean,17,0.1028,2.3056019947052,0.5151420831680298,0.29650187492370605
mlp,static,dirichlet,Mean,18,0.1028,2.305346583175659,0.5160196423530579,0.2921176850795746
mlp,static,dirichlet,Mean,19,0.1028,2.3050904582977294,0.5245696306228638,0.29127374291419983
mlp,static,dirichlet,Mean,20,0.1028,2.304834377670288,0.5287387371063232,0.2791191041469574
mlp,static,dirichlet,Mean,21,0.1028,2.304577337646484,0.5255463123321533,0.2846890091896057
mlp,static,dirichlet,Mean,22,0.1028,2.3043187435150148,0.5240724086761475,0.28794488310813904
mlp,static,dirichlet,Mean,23,0.1028,2.3040650455474854,0.5237224102020264,0.28796032071113586
mlp,static,dirichlet,Mean,24,0.1028,2.303814002990723,0.5173389315605164,0.28976836800575256
mlp,static,dirichlet,Mean,25,0.1028,2.303563957977295,0.514000654220581,0.28729626536369324
mlp,static,dirichlet,Mean,26,0.1028,2.3033137939453123,0.5199509859085083,0.27851882576942444
mlp,static,dirichlet,Mean,27,0.1028,2.3030630764007567,0.5065327286720276,0.27396535873413086
mlp,static,dirichlet,Mean,28,0.1028,2.302812631225586,0.5132097005844116,0.27220192551612854
mlp,static,dirichlet,Mean,29,0.1028,2.3025649990081787,0.5253089070320129,0.27397745847702026
mlp,static,dirichlet,Mean,30,0.1028,2.302316882324219,0.5242950320243835,0.2733650803565979
mlp,static,dirichlet,Mean,31,0.1028,2.302067007827759,0.5314390063285828,0.2837707996368408
mlp,static,dirichlet,Mean,32,0.1028,2.3018169467926026,0.5322564840316772,0.29025474190711975
mlp,static,dirichlet,Mean,33,0.1028,2.301567133331299,0.5369989275932312,0.2884199321269989
mlp,static,dirichlet,Mean,34,0.1028,2.3013182125091554,0.5469879508018494,0.2919648289680481
mlp,static,dirichlet,Mean,35,0.1028,2.3010692165374755,0.5407882928848267,0.28414589166641235
mlp,static,dirichlet,Mean,36,0.1028,2.300818878173828,0.5292538404464722,0.2779304087162018
mlp,static,dirichlet,Mean,37,0.1028,2.300567557144165,0.5307208299636841,0.2751876711845398
mlp,static,dirichlet,Mean,38,0.1028,2.300313966369629,0.5184307098388672,0.27579766511917114
mlp,static,dirichlet,Mean,39,0.1028,2.3000599922180176,0.512097954750061,0.279435396194458
mlp,static,dirichlet,Mean,40,0.1028,2.2998086433410645,0.5113255977630615,0.2761726975440979
mlp,static,dirichlet,Mean,41,0.1028,2.2995563095092773,0.5150243639945984,0.2734861373901367
mlp,static,dirichlet,Mean,42,0.1028,2.299305402755737,0.5208019614219666,0.2790498733520508
mlp,static,dirichlet,Mean,43,0.1028,2.2990547805786132,0.506385326385498,0.28188076615333557
