Model,Attack,Partition,Aggregator,Iteration,TestAccuracy,TestLoss,xi,A
cnn,static,iid,TriMean,17,0.0958,2.3026032939910888,0.09871368855237961,0.14698874950408936
cnn,static,iid,TriMean,18,0.0958,2.302388175201416,0.09219688922166824,0.1416214108467102
cnn,static,iid,TriMean,19,0.0958,2.302177564239502,0.08712809532880783,0.13940855860710144
cnn,static,iid,TriMean,20,0.0958,2.3019670745849607,0.0900445356965065,0.13000686466693878
cnn,static,iid,TriMean,21,0.0958,2.301756398010254,0.08494695276021957,0.13043159246444702
cnn,static,iid,TriMean,22,0.0958,2.3015486675262453,0.08013581484556198,0.13152655959129333
cnn,static,iid,TriMean,23,0.0958,2.301347191238403,0.08095026761293411,0.12357208877801895
cnn,static,iid,TriMean,24,0.0958,2.301152109527588,0.08394050598144531,0.12304630130529404
cnn,static,iid,TriMean,25,0.0958,2.3009611457824706,0.07244598120450974,0.1233820989727974
cnn,static,iid,TriMean,26,0.0958,2.3007709815979003,0.07911035418510437,0.1211920976638794
cnn,static,iid,TriMean,27,0.0958,2.300584264755249,0.08267950266599655,0.11535094678401947
cnn,static,iid,TriMean,28,0.0958,2.3003985610961912,0.07472393661737442,0.12244321405887604
cnn,static,iid,TriMean,29,0.0958,2.300213024520874,0.06508354097604752,0.12290266156196594
cnn,static,iid,TriMean,30,0.0958,2.3000295669555664,0.07521404325962067,0.13112039864063263
cnn,static,iid,TriMean,31,0.0958,2.2998472763061524,0.06056038290262222,0.13408637046813965
cnn,static,iid,TriMean,32,0.0958,2.299667216873169,0.06044328212738037,0.13875600695610046
cnn,static,iid,TriMean,33,0.0958,2.2994890605926512,0.0583430714905262,0.14429180324077606
cnn,static,iid,TriMean,34,0.0958,2.2993135372161864,0.06413236260414124,0.14423733949661255
cnn,static,iid,TriMean,35,0.0958,2.299140781021118,0.0713958665728569,0.1351398378610611
cnn,static,iid,TriMean,36,0.0958,2.2989691623687745,0.07914407551288605,0.13847367465496063
cnn,static,iid,TriMean,37,0.0958,2.29879873008728,0.08585754781961441,0.1374051719903946
cnn,static,iid,TriMean,38,0.0958,2.2986283367156983,0.07752124220132828,0.1370941698551178
cnn,static,iid,TriMean,39,0.0958,2.2984600456237794,0.0779365822672844,0.13043849170207977
cnn,static,iid,TriMean,40,0.0958,2.2982927604675294,0.07114510983228683,0.13560611009597778
cnn,static,iid,TriMean,41,0.0958,2.298129811859131,0.0786876305937767,0.12265201658010483
cnn,static,iid,TriMean,42,0.0958,2.297969733810425,0.08665338158607483,0.12999095022678375
cnn,static,iid,TriMean,43,0.0958,2.2978080806732177,0.08006913214921951,0.1273198425769806
cnn,static,iid,TriMean,44,0.0958,2.2976493339538573,0.07466745376586914,0.12046216428279877
cnn,static,iid,TriMean,45,0.0958,2.2974908809661865,0.07214698940515518,0.12356742471456528
cnn,static,iid,TriMean,46,0.0958,2.2973330196380615,0.07111881673336029,0.1315074861049652
cnn,static,iid,TriMean,47,0.0958,2.2971784397125243,0.07649528980255127,0.12980259954929352
cnn,static,iid,TriMean,48,0.0958,2.2970233516693117,0.07558556646108627,0.12711209058761597
cnn,static,iid,TriMean,49,0.0958,2.2968692501068113,0.073887400329113,0.12311045080423355
cnn,static,iid,FABA,0,0.0974,2.3057985969543457,0.31790798902511597,0.34800106287002563
cnn,static,iid,FABA,1,0.0991,2.3056148529052733,0.2797476649284363,0.3275848925113678
cnn,static,iid,FABA,2,0.0998,2.3054313343048096,0.259221613407135,0.2852931618690491
cnn,static,iid,FABA,3,0.1006,2.305248430633545,0.24294821918010712,0.2606665790081024
cnn,static,iid,FABA,4,0.1019,2.305066625213623,0.21698227524757385,0.24592486023902893
cnn,static,iid,FABA,5,0.1021,2.3048858879089353,0.19784022867679596,0.2204097956418991
cnn,static,iid,FABA,6,0.1025,2.304705380630493,0.1800677329301834,0.213767871260643
cnn,static,iid,FABA,7,0.1033,2.304523352050781,0.15543657541275024,0.1991049349308014
cnn,static,iid,FABA,8,0.1038,2.304341495132446,0.14730824530124664,0.18608158826828003
cnn,static,iid,FABA,9,0.1043,2.304160280609131,0.1467743217945099,0.1884452849626541
cnn,static,iid,FABA,10,0.1044,2.303981343460083,0.12653790414333344,0.1859877109527588
cnn,static,iid,FABA,11,0.1046,2.3038013210296633,0.11788037419319153,0.17456866800785065
cnn,static,iid,FABA,12,0.1047,2.3036202770233154,0.11437128484249115,0.17958669364452362
cnn,static,iid,FABA,13,0.105,2.303439783477783,0.10300379246473312,0.16844220459461212
cnn,static,iid,FABA,14,0.1052,2.303261399459839,0.10156971961259842,0.16871953010559082
cnn,static,iid,FABA,15,0.1054,2.3030843757629396,0.10477493703365326,0.15787023305892944
cnn,static,iid,FABA,16,0.1059,2.3029072414398195,0.09812019020318985,0.15538530051708221
cnn,static,iid,FABA,17,0.1057,2.3027277313232424,0.09686723351478577,0.15198925137519836
cnn,static,iid,FABA,18,0.106,2.3025481098175047,0.08730987459421158,0.14915978908538818
cnn,static,iid,FABA,19,0.1062,2.3023710834503173,0.09268154203891754,0.14714495837688446
cnn,static,iid,FABA,20,0.1064,2.3021959873199465,0.0903611034154892,0.1447400599718094
cnn,static,iid,FABA,21,0.1067,2.3020234226226806,0.08552699536085129,0.14028185606002808
cnn,static,iid,FABA,22,0.1073,2.301852130126953,0.08823566883802414,0.141391783952713
cnn,static,iid,FABA,23,0.1075,2.3016826736450193,0.08739296346902847,0.1405249536037445
cnn,static,iid,FABA,24,0.1081,2.30151297416687,0.08405335992574692,0.14474447071552277
cnn,static,iid,FABA,25,0.1086,2.3013433143615725,0.08429780602455139,0.14153097569942474
cnn,static,iid,FABA,26,0.1093,2.3011729431152346,0.08404674381017685,0.1383148580789566
cnn,static,iid,FABA,27,0.1101,2.3010039768218995,0.08963069319725037,0.13072921335697174
cnn,static,iid,FABA,28,0.1111,2.3008346771240236,0.0771581381559372,0.1432224065065384
cnn,static,iid,FABA,29,0.1119,2.300667486190796,0.07994110137224197,0.13269340991973877
cnn,static,iid,FABA,30,0.1128,2.3005020458221437,0.0793713629245758,0.12780852615833282
cnn,static,iid,FABA,31,0.1137,2.3003374450683594,0.08721613138914108,0.12502284348011017
cnn,static,iid,FABA,32,0.115,2.3001737300872804,0.09700319916009903,0.12521763145923615
cnn,static,iid,FABA,33,0.1156,2.3000090782165525,0.10243800282478333,0.12556743621826172
cnn,static,iid,FABA,34,0.1171,2.2998438121795655,0.10061576217412949,0.13647820055484772
cnn,static,iid,FABA,35,0.1184,2.2996778579711914,0.08452056348323822,0.13458773493766785
cnn,static,iid,FABA,36,0.1203,2.2995129653930664,0.07355155050754547,0.1381320208311081
cnn,static,iid,FABA,37,0.1219,2.299347127914429,0.0697982907295227,0.12949571013450623
cnn,static,iid,FABA,38,0.1241,2.299182515335083,0.07549026608467102,0.13821198046207428
cnn,static,iid,FABA,39,0.1268,2.2990170249938964,0.08381018787622452,0.12464908510446548
cnn,static,iid,FABA,40,0.1295,2.298851638031006,0.09188132733106613,0.12230642884969711
cnn,static,iid,FABA,41,0.1313,2.298686791229248,0.08527687937021255,0.1188054233789444
cnn,static,iid,FABA,42,0.1342,2.298521855163574,0.08660897612571716,0.12305773794651031
cnn,static,iid,FABA,43,0.1361,2.2983566375732423,0.08214052021503448,0.12317527830600739
cnn,static,iid,FABA,44,0.1378,2.298192487335205,0.07856635749340057,0.12100515514612198
cnn,static,iid,FABA,45,0.1406,2.29802883644104,0.07569452375173569,0.119639091193676
cnn,static,iid,FABA,46,0.1427,2.297865577697754,0.07173281908035278,0.12327290326356888
cnn,static,iid,FABA,47,0.1449,2.2977033294677733,0.08087147772312164,0.12066582590341568
cnn,static,iid,FABA,48,0.1471,2.2975431427001953,0.08274175971746445,0.11915131658315659
cnn,static,iid,FABA,49,0.1491,2.2973816432952883,0.09435584396123886,0.12109207361936569
cnn,static,iid,CC,0,0.0977,2.3058378562927246,0.3188902735710144,0.2915252447128296
cnn,static,iid,CC,1,0.0981,2.3057154666900637,0.28719213604927063,0.2644231915473938
cnn,static,iid,CC,2,0.0994,2.3055935791015627,0.25395429134368896,0.2220030575990677
cnn,static,iid,CC,3,0.1009,2.3054717445373534,0.23288188874721527,0.21219611167907715
cnn,static,iid,CC,4,0.1018,2.305346594619751,0.20834466814994812,0.20538340508937836
cnn,static,iid,CC,5,0.1034,2.3052195644378664,0.18047355115413666,0.1874021291732788
cnn,static,iid,CC,6,0.1039,2.3050925971984864,0.16480770707130432,0.18204230070114136
cnn,static,iid,CC,7,0.1063,2.3049645774841307,0.16060084104537964,0.1754658818244934
cnn,static,iid,CC,8,0.1067,2.3048389915466307,0.15309017896652222,0.15915384888648987
cnn,static,iid,CC,9,0.1076,2.304715488433838,0.13870270550251007,0.16687226295471191
cnn,static,iid,CC,10,0.1083,2.3045907150268556,0.11934906989336014,0.16005194187164307
cnn,static,iid,CC,11,0.1094,2.3044664321899413,0.11251495778560638,0.14623303711414337
cnn,static,iid,CC,12,0.1107,2.3043407569885255,0.1077200248837471,0.13747864961624146
cnn,static,iid,CC,13,0.1118,2.3042157207489016,0.10214531421661377,0.1255052536725998
cnn,static,iid,CC,14,0.1126,2.3040895309448244,0.09535370767116547,0.12408734112977982
cnn,static,iid,CC,15,0.1133,2.3039640804290773,0.10024645179510117,0.12979570031166077
cnn,static,iid,CC,16,0.1143,2.3038390453338624,0.08627989888191223,0.1277487426996231
cnn,static,iid,CC,17,0.1148,2.3037133277893065,0.0851588249206543,0.12495609372854233
cnn,static,iid,CC,18,0.1152,2.303585430145264,0.08126811683177948,0.1234154999256134
cnn,static,iid,CC,19,0.1152,2.303458299255371,0.08259213715791702,0.12292011082172394
cnn,static,iid,CC,20,0.1155,2.3033294803619384,0.06944023072719574,0.11924617737531662
cnn,static,iid,CC,21,0.1169,2.303201768112183,0.07186944782733917,0.11983955651521683
cnn,static,iid,CC,22,0.1185,2.30307353553772,0.06544087082147598,0.12114199250936508
cnn,static,iid,CC,23,0.1193,2.3029462779998777,0.07023591548204422,0.12362249940633774
cnn,static,iid,CC,24,0.1195,2.3028183135986326,0.07360242307186127,0.12447583675384521
cnn,static,iid,CC,25,0.1207,2.3026936721801756,0.07028775662183762,0.121956005692482
cnn,static,iid,CC,26,0.1212,2.3025694400787353,0.07095179706811905,0.11718056350946426
cnn,static,iid,CC,27,0.1213,2.302446584701538,0.06150034815073013,0.10984484106302261
cnn,static,iid,CC,28,0.1211,2.302324378967285,0.067609503865242,0.10703404247760773
cnn,static,iid,CC,29,0.1214,2.3022025218963624,0.06686598807573318,0.11000525206327438
cnn,static,iid,CC,30,0.1214,2.302082601928711,0.07705889642238617,0.1152845248579979
cnn,static,iid,CC,31,0.1211,2.3019649055480955,0.07067407667636871,0.11253642290830612
cnn,static,iid,CC,32,0.1207,2.3018484386444094,0.07473587244749069,0.11096885800361633
cnn,static,iid,CC,33,0.1215,2.3017331611633303,0.07985171675682068,0.10850745439529419
cnn,static,iid,CC,34,0.122,2.30161939125061,0.08280295878648758,0.11167528480291367
cnn,static,iid,CC,35,0.1222,2.3015073669433592,0.08954751491546631,0.10867371410131454
cnn,static,iid,CC,36,0.1224,2.301395606613159,0.09385335445404053,0.1066337451338768
cnn,static,iid,CC,37,0.1226,2.3012854873657225,0.09460005909204483,0.1089596152305603
cnn,static,iid,CC,38,0.1227,2.301175268936157,0.10676418989896774,0.1149071753025055
cnn,static,iid,CC,39,0.1231,2.3010646728515627,0.10033755749464035,0.12177596241235733
cnn,static,iid,CC,40,0.1229,2.3009562019348144,0.0805206447839737,0.12274297326803207
cnn,static,iid,CC,41,0.1227,2.3008465522766115,0.08346085995435715,0.12591299414634705
cnn,static,iid,CC,42,0.1224,2.300734767913818,0.08370000869035721,0.11496849358081818
cnn,static,iid,CC,43,0.122,2.3006239391326906,0.0782518982887268,0.11952853202819824
cnn,static,iid,CC,44,0.1217,2.3005125038146974,0.07236187905073166,0.11764252930879593
cnn,static,iid,CC,45,0.1222,2.3004004177093504,0.08322948217391968,0.11204366385936737
cnn,static,iid,CC,46,0.122,2.3002902683258055,0.08310714364051819,0.11266186088323593
cnn,static,iid,CC,47,0.1218,2.3001810237884524,0.07312575727701187,0.10877515375614166
cnn,static,iid,CC,48,0.1226,2.3000719329833985,0.07667127251625061,0.11363095045089722
cnn,static,iid,CC,49,0.1229,2.2999654663085938,0.07746955007314682,0.11247634142637253
cnn,static,iid,LFighter,0,0.1088,2.303952359008789,0.29091253876686096,0.2894989848136902
cnn,static,iid,LFighter,1,0.1109,2.3037566753387453,0.27495113015174866,0.2729761302471161
cnn,static,iid,LFighter,2,0.1129,2.3035562034606936,0.24795621633529663,0.24823276698589325
cnn,static,iid,LFighter,3,0.1144,2.3033704677581786,0.2228783518075943,0.22622054815292358
cnn,static,iid,LFighter,4,0.1164,2.3031846927642823,0.19609737396240234,0.22106565535068512
cnn,static,iid,LFighter,5,0.1208,2.3030034660339354,0.17950037121772766,0.21350380778312683
cnn,static,iid,LFighter,6,0.1235,2.3028222621917727,0.1672763079404831,0.19934803247451782
cnn,static,iid,LFighter,7,0.1251,2.3026413787841795,0.16784217953681946,0.19209671020507812
cnn,static,iid,LFighter,8,0.1277,2.3024594192504884,0.14245383441448212,0.18282392621040344
cnn,static,iid,LFighter,9,0.1309,2.3022786907196044,0.1351921409368515,0.16078370809555054
cnn,static,iid,LFighter,10,0.1342,2.3020980640411377,0.12964078783988953,0.15833835303783417
cnn,static,iid,LFighter,11,0.1362,2.301914892578125,0.12218506634235382,0.1587047427892685
cnn,static,iid,LFighter,12,0.1383,2.3017309577941893,0.11319444328546524,0.15440507233142853
cnn,static,iid,LFighter,13,0.1392,2.301547940826416,0.10360892862081528,0.1449016034603119
cnn,static,iid,LFighter,14,0.1404,2.3013648242950437,0.10550618171691895,0.13833561539649963
cnn,static,iid,LFighter,15,0.1426,2.301183779525757,0.09379647672176361,0.14573873579502106
cnn,static,iid,LFighter,16,0.1461,2.301004772186279,0.0916711762547493,0.1404431164264679
cnn,static,iid,LFighter,17,0.1492,2.3008279651641845,0.08097055554389954,0.13352549076080322
cnn,static,iid,LFighter,18,0.1526,2.3006537174224855,0.08081567287445068,0.13538378477096558
cnn,static,iid,LFighter,19,0.157,2.3004808616638184,0.07964100688695908,0.1304401308298111
cnn,static,iid,LFighter,20,0.1624,2.3003044109344484,0.07571067661046982,0.1287652552127838
cnn,static,iid,LFighter,21,0.1663,2.300129577255249,0.07554054260253906,0.140260249376297
cnn,static,iid,LFighter,22,0.1703,2.2999573905944826,0.07614714652299881,0.1397499442100525
cnn,static,iid,LFighter,23,0.1728,2.299787279510498,0.08546070754528046,0.1398535668849945
cnn,static,iid,LFighter,24,0.1748,2.299616809082031,0.08281892538070679,0.14125117659568787
cnn,static,iid,LFighter,25,0.1765,2.299449424362183,0.0967911034822464,0.14424167573451996
cnn,static,iid,LFighter,26,0.1784,2.2992797004699708,0.09053339064121246,0.1513342559337616
cnn,static,iid,LFighter,27,0.1791,2.2991099109649658,0.09209930151700974,0.13845136761665344
cnn,static,iid,LFighter,28,0.1805,2.298938374328613,0.0821937695145607,0.13532385230064392
cnn,static,iid,LFighter,29,0.1825,2.298763930892944,0.09590678662061691,0.13097812235355377
cnn,static,iid,LFighter,30,0.1833,2.2985913383483885,0.10427631437778473,0.12935835123062134
cnn,static,iid,LFighter,31,0.185,2.2984187717437745,0.10870075970888138,0.1338212937116623
cnn,static,iid,LFighter,32,0.1854,2.2982448261260986,0.0893901139497757,0.13351595401763916
cnn,static,iid,LFighter,33,0.1863,2.2980693614959717,0.09533045440912247,0.13382185995578766
cnn,static,iid,LFighter,34,0.1869,2.297895263290405,0.08369164913892746,0.13899675011634827
cnn,static,iid,LFighter,35,0.1872,2.297721757888794,0.08460323512554169,0.14841228723526
cnn,static,iid,LFighter,36,0.1879,2.2975493965148925,0.08397970348596573,0.14641191065311432
cnn,static,iid,LFighter,37,0.188,2.297378532028198,0.09807813167572021,0.15124620497226715
cnn,static,iid,LFighter,38,0.1878,2.2972107040405274,0.11222092062234879,0.15075048804283142
cnn,static,iid,LFighter,39,0.1874,2.297046475982666,0.11219526082277298,0.13757146894931793
cnn,static,iid,LFighter,40,0.1873,2.29688415184021,0.10286185145378113,0.14088498055934906
cnn,static,iid,LFighter,41,0.1872,2.296722604751587,0.1029188334941864,0.13487395644187927
cnn,static,iid,LFighter,42,0.1873,2.2965624153137205,0.0978379175066948,0.14998801052570343
cnn,static,iid,LFighter,43,0.1873,2.2964019119262695,0.08519139885902405,0.13976871967315674
cnn,static,iid,LFighter,44,0.1874,2.296240464401245,0.08518046140670776,0.140464186668396
cnn,static,iid,LFighter,45,0.187,2.296079689025879,0.08160490542650223,0.13828447461128235
cnn,static,iid,LFighter,46,0.1868,2.2959196689605714,0.08483537286520004,0.13623817265033722
cnn,static,iid,LFighter,47,0.1865,2.2957607357025145,0.06764321774244308,0.13245271146297455
cnn,static,iid,LFighter,48,0.1862,2.2955998893737792,0.08001270145177841,0.13308222591876984
cnn,static,iid,LFighter,49,0.1859,2.295438706588745,0.0831727609038353,0.1322602778673172
cnn,static,dirichlet,Mean,0,0.1009,2.3027535831451416,0.600653886795044,0.5137721300125122
cnn,static,dirichlet,Mean,1,0.1009,2.302635238647461,0.6030610203742981,0.4840754568576813
cnn,static,dirichlet,Mean,2,0.1009,2.3025181255340574,0.5929636359214783,0.468647837638855
cnn,static,dirichlet,Mean,3,0.1009,2.302403100204468,0.5803838968276978,0.4474455714225769
cnn,static,dirichlet,Mean,4,0.1009,2.3022895362854006,0.569175124168396,0.4294416904449463
cnn,static,dirichlet,Mean,5,0.1009,2.302175719833374,0.5586709976196289,0.4176501929759979
cnn,static,dirichlet,Mean,6,0.101,2.3020637226104737,0.5672911405563354,0.4069584012031555
cnn,static,dirichlet,Mean,7,0.1012,2.3019529251098634,0.548809826374054,0.402007520198822
cnn,static,dirichlet,Mean,8,0.1019,2.3018426658630373,0.539906919002533,0.38379210233688354
cnn,static,dirichlet,Mean,9,0.1024,2.301732873535156,0.5352692008018494,0.37132713198661804
cnn,static,dirichlet,Mean,10,0.1033,2.3016246711730957,0.5353848934173584,0.36815762519836426
cnn,static,dirichlet,Mean,11,0.104,2.301516614151001,0.5253321528434753,0.3737637400627136
cnn,static,dirichlet,Mean,12,0.1053,2.301411084365845,0.5281204581260681,0.3695736229419708
cnn,static,dirichlet,Mean,13,0.1073,2.301307355117798,0.532278835773468,0.36605802178382874
cnn,static,dirichlet,Mean,14,0.1098,2.3012038814544677,0.5321211814880371,0.3670921325683594
cnn,static,dirichlet,Mean,15,0.1117,2.301100508117676,0.5278833508491516,0.3604377806186676
cnn,static,dirichlet,Mean,16,0.115,2.3009989864349367,0.5329146385192871,0.3538060486316681
cnn,static,dirichlet,Mean,17,0.1162,2.3008989723205566,0.5242679119110107,0.3653299808502197
cnn,static,dirichlet,Mean,18,0.1196,2.300800170516968,0.5218876004219055,0.36036646366119385
cnn,static,dirichlet,Mean,19,0.1228,2.3007037204742433,0.5251613855361938,0.35016754269599915
cnn,static,dirichlet,Mean,20,0.1254,2.300608038330078,0.5158540606498718,0.3578989803791046
cnn,static,dirichlet,Mean,21,0.1285,2.300512957763672,0.5134997963905334,0.35287243127822876
cnn,static,dirichlet,Mean,22,0.1293,2.3004197242736817,0.5181366801261902,0.3500994145870209
cnn,static,dirichlet,Mean,23,0.1313,2.300327698135376,0.5279310941696167,0.3437679708003998
cnn,static,dirichlet,Mean,24,0.1331,2.300236264038086,0.5264456272125244,0.35172078013420105
cnn,static,dirichlet,Mean,25,0.1337,2.300144846343994,0.5187768340110779,0.3597673773765564
cnn,static,dirichlet,Mean,26,0.1347,2.3000545742034912,0.5217840075492859,0.36315909028053284
cnn,static,dirichlet,Mean,27,0.1358,2.299964573287964,0.519424557685852,0.3587627112865448
cnn,static,dirichlet,Mean,28,0.1346,2.299875129699707,0.5220757126808167,0.35406818985939026
cnn,static,dirichlet,Mean,29,0.1348,2.2997873012542724,0.5191901326179504,0.3329348564147949
cnn,static,dirichlet,Mean,30,0.1351,2.2996997577667235,0.5228632688522339,0.3282904326915741
cnn,static,dirichlet,Mean,31,0.1369,2.2996127193450926,0.5236639976501465,0.33474990725517273
cnn,static,dirichlet,Mean,32,0.1398,2.2995256008148193,0.5184539556503296,0.3449688255786896
cnn,static,dirichlet,Mean,33,0.1431,2.299440357208252,0.5174620747566223,0.34402358531951904
cnn,static,dirichlet,Mean,34,0.1458,2.2993555694580077,0.5193687081336975,0.34506264328956604
cnn,static,dirichlet,Mean,35,0.151,2.29927158203125,0.5116754174232483,0.34565743803977966
cnn,static,dirichlet,Mean,36,0.156,2.2991881057739256,0.5079169869422913,0.3461802005767822
cnn,static,dirichlet,Mean,37,0.1594,2.2991055686950683,0.5057987570762634,0.3436824679374695
cnn,static,dirichlet,Mean,38,0.1646,2.299021982574463,0.49832120537757874,0.3528924882411957
cnn,static,dirichlet,Mean,39,0.1698,2.2989386100769043,0.5017159581184387,0.3569653630256653
cnn,static,dirichlet,Mean,40,0.1746,2.2988564987182616,0.49931126832962036,0.35615843534469604
cnn,static,dirichlet,Mean,41,0.1789,2.2987752334594727,0.5021074414253235,0.358066201210022
cnn,static,dirichlet,Mean,42,0.1842,2.298693225097656,0.508982241153717,0.3581386208534241
cnn,static,dirichlet,Mean,43,0.1865,2.2986121482849122,0.5099906921386719,0.3546304702758789
