Model,Attack,Partition,Aggregator,Iteration,Metric,Mean,CI
softmax,static,dirichlet,Mean,0,A,2.653981924057007,nan
softmax,static,dirichlet,Mean,1,A,2.586895704269409,nan
softmax,static,dirichlet,Mean,0,variance,0.0005215865676291287,nan
softmax,static,dirichlet,Mean,1,variance,0.0004975424380972981,nan
softmax,static,dirichlet,TriMean,0,accs,0.0477,nan
softmax,static,dirichlet,TriMean,1,accs,0.0529,nan
softmax,static,dirichlet,TriMean,0,losses,2.3666903785705564,nan
softmax,static,dirichlet,TriMean,1,losses,2.358132381439209,nan
softmax,static,dirichlet,TriMean,0,xi,2.4008939266204834,nan
softmax,static,dirichlet,TriMean,1,xi,2.3584177494049072,nan
softmax,static,dirichlet,TriMean,0,A,1.9346003532409668,nan
softmax,static,dirichlet,TriMean,1,A,1.8629150390625,nan
softmax,static,dirichlet,TriMean,0,variance,0.00045797834172844887,nan
softmax,static,dirichlet,TriMean,1,variance,0.000424787140218541,nan
softmax,static,dirichlet,CC,0,accs,0.086,nan
softmax,static,dirichlet,CC,1,accs,0.091,nan
softmax,static,dirichlet,CC,0,losses,2.3353301651000975,nan
softmax,static,dirichlet,CC,1,losses,2.325845331573486,nan
softmax,static,dirichlet,CC,0,xi,2.869147300720215,nan
softmax,static,dirichlet,CC,1,xi,2.837956190109253,nan
softmax,static,dirichlet,CC,0,A,2.2113869190216064,nan
softmax,static,dirichlet,CC,1,A,2.1550474166870117,nan
softmax,static,dirichlet,CC,0,variance,0.00061515235574916,nan
softmax,static,dirichlet,CC,1,variance,0.0005812451709061861,nan
softmax,static,dirichlet,FABA,0,accs,0.1128,nan
softmax,static,dirichlet,FABA,1,accs,0.1269,nan
softmax,static,dirichlet,FABA,0,losses,2.3150110679626463,nan
softmax,static,dirichlet,FABA,1,losses,2.3045513820648194,nan
softmax,static,dirichlet,FABA,0,xi,2.8971071243286133,nan
softmax,static,dirichlet,FABA,1,xi,2.884535074234009,nan
softmax,static,dirichlet,FABA,0,A,2.056288957595825,nan
softmax,static,dirichlet,FABA,1,A,1.9986685514450073,nan
softmax,static,dirichlet,FABA,0,variance,0.0005868466105312109,nan
softmax,static,dirichlet,FABA,1,variance,0.000574452627915889,nan
softmax,static,dirichlet,LFighter,0,accs,0.1177,nan
softmax,static,dirichlet,LFighter,1,accs,0.1338,nan
softmax,static,dirichlet,LFighter,0,losses,2.297776784515381,nan
softmax,static,dirichlet,LFighter,1,losses,2.287078843307495,nan
softmax,static,dirichlet,LFighter,0,xi,2.5377516746520996,nan
softmax,static,dirichlet,LFighter,1,xi,2.5315604209899902,nan
softmax,static,dirichlet,LFighter,0,A,2.6187028884887695,nan
softmax,static,dirichlet,LFighter,1,A,2.5959670543670654,nan
softmax,static,dirichlet,LFighter,0,variance,0.0006283093243837357,nan
softmax,static,dirichlet,LFighter,1,variance,0.0005970261991024017,nan
softmax,static,pathological,Mean,0,accs,0.1255,nan
softmax,static,pathological,Mean,1,accs,0.1362,nan
softmax,static,pathological,Mean,0,losses,2.302145891952515,nan
softmax,static,pathological,Mean,1,losses,2.293073463821411,nan
softmax,static,pathological,Mean,0,xi,3.9467673301696777,nan
softmax,static,pathological,Mean,1,xi,3.890101909637451,nan
softmax,static,pathological,Mean,0,A,2.629241943359375,nan
softmax,static,pathological,Mean,1,A,2.5859227180480957,nan
softmax,static,pathological,Mean,0,variance,0.001219316152855754,nan
softmax,static,pathological,Mean,1,variance,0.0012054858962073922,nan
softmax,static,pathological,TriMean,0,accs,0.0853,nan
softmax,static,pathological,TriMean,1,accs,0.0905,nan
softmax,static,pathological,TriMean,0,losses,2.3090269145965574,nan
softmax,static,pathological,TriMean,1,losses,2.3026983562469483,nan
softmax,static,pathological,TriMean,0,xi,3.8529138565063477,nan
softmax,static,pathological,TriMean,1,xi,3.8465070724487305,nan
softmax,static,pathological,TriMean,0,A,2.864089250564575,nan
softmax,static,pathological,TriMean,1,A,2.7976067066192627,nan
softmax,static,pathological,TriMean,0,variance,0.0012103458866477013,nan
softmax,static,pathological,TriMean,1,variance,0.0011873752810060978,nan
softmax,static,pathological,CC,0,accs,0.1472,nan
softmax,static,pathological,CC,1,accs,0.1539,nan
softmax,static,pathological,CC,0,losses,2.3009058765411377,nan
softmax,static,pathological,CC,1,losses,2.2916104930877688,nan
softmax,static,pathological,CC,0,xi,3.7770845890045166,nan
softmax,static,pathological,CC,1,xi,3.8009769916534424,nan
softmax,static,pathological,CC,0,A,2.853999614715576,nan
softmax,static,pathological,CC,1,A,2.785907506942749,nan
softmax,static,pathological,CC,0,variance,0.0010607691947370768,nan
softmax,static,pathological,CC,1,variance,0.0010434080613777041,nan
softmax,static,pathological,FABA,0,accs,0.0842,nan
softmax,static,pathological,FABA,1,accs,0.0872,nan
softmax,static,pathological,FABA,0,losses,2.3348589359283447,nan
softmax,static,pathological,FABA,1,losses,2.3271275260925295,nan
softmax,static,pathological,FABA,0,xi,6.030671119689941,nan
softmax,static,pathological,FABA,1,xi,6.000563144683838,nan
softmax,static,pathological,FABA,0,A,3.4819176197052,nan
softmax,static,pathological,FABA,1,A,3.4787099361419678,nan
softmax,static,pathological,FABA,0,variance,0.0015285710105672479,nan
softmax,static,pathological,FABA,1,variance,0.0015050001675263047,nan
softmax,static,pathological,LFighter,0,accs,0.0744,nan
softmax,static,pathological,LFighter,1,accs,0.0848,nan
softmax,static,pathological,LFighter,0,losses,2.324144480133057,nan
softmax,static,pathological,LFighter,1,losses,2.3143411460876466,nan
softmax,static,pathological,LFighter,0,xi,3.7710165977478027,nan
softmax,static,pathological,LFighter,1,xi,3.726583242416382,nan
softmax,static,pathological,LFighter,0,A,3.4196221828460693,nan
softmax,static,pathological,LFighter,1,A,3.4310407638549805,nan
softmax,static,pathological,LFighter,0,variance,0.0011517974780872464,nan
softmax,static,pathological,LFighter,1,variance,0.0011316922027617693,nan
softmax,static,noniid,Mean,0,accs,0.1,nan
softmax,static,noniid,Mean,1,accs,0.1258,nan
softmax,static,noniid,Mean,0,losses,2.3341297134399412,nan
softmax,static,noniid,Mean,1,losses,2.325999240875244,nan
softmax,static,noniid,Mean,0,xi,7.64192533493042,nan
softmax,static,noniid,Mean,1,xi,7.592412948608398,nan
softmax,static,noniid,Mean,0,A,5.593796730041504,nan
softmax,static,noniid,Mean,1,A,5.548809051513672,nan
softmax,static,noniid,Mean,0,variance,0.004886907991021872,nan
softmax,static,noniid,Mean,1,variance,0.004857731517404318,nan
softmax,static,noniid,TriMean,0,accs,0.0792,nan
softmax,static,noniid,TriMean,1,accs,0.0793,nan
softmax,static,noniid,TriMean,0,losses,2.336540757369995,nan
softmax,static,noniid,TriMean,1,losses,2.3348748302459716,nan
softmax,static,noniid,TriMean,0,xi,7.284200191497803,nan
softmax,static,noniid,TriMean,1,xi,7.327884197235107,nan
softmax,static,noniid,TriMean,0,A,5.701076984405518,nan
softmax,static,noniid,TriMean,1,A,5.682404518127441,nan
softmax,static,noniid,TriMean,0,variance,0.004733055830001831,nan
softmax,static,noniid,TriMean,1,variance,0.004746814724057913,nan
softmax,static,noniid,CC,0,accs,0.1238,nan
softmax,static,noniid,CC,1,accs,0.1395,nan
softmax,static,noniid,CC,0,losses,2.320841803741455,nan
softmax,static,noniid,CC,1,losses,2.312802880859375,nan
softmax,static,noniid,CC,0,xi,7.162822723388672,nan
softmax,static,noniid,CC,1,xi,7.186905860900879,nan
softmax,static,noniid,CC,0,A,5.519117832183838,nan
softmax,static,noniid,CC,1,A,5.51782751083374,nan
softmax,static,noniid,CC,0,variance,0.004903113469481468,nan
softmax,static,noniid,CC,1,variance,0.004883720073848963,nan
softmax,static,noniid,FABA,0,accs,0.058,nan
softmax,static,noniid,FABA,1,accs,0.0625,nan
softmax,static,noniid,FABA,0,losses,2.36099270401001,nan
softmax,static,noniid,FABA,1,losses,2.354110385894775,nan
softmax,static,noniid,FABA,0,xi,7.395148754119873,nan
softmax,static,noniid,FABA,1,xi,7.418154716491699,nan
softmax,static,noniid,FABA,0,A,6.02817964553833,nan
softmax,static,noniid,FABA,1,A,5.947993278503418,nan
softmax,static,noniid,FABA,0,variance,0.004862481262534857,nan
softmax,static,noniid,FABA,1,variance,0.004842778667807579,nan
softmax,static,noniid,LFighter,0,accs,0.1165,nan
softmax,static,noniid,LFighter,1,accs,0.1388,nan
softmax,static,noniid,LFighter,0,losses,2.312491170883179,nan
softmax,static,noniid,LFighter,1,losses,2.304869342803955,nan
softmax,static,noniid,LFighter,0,xi,7.442027568817139,nan
softmax,static,noniid,LFighter,1,xi,7.438196182250977,nan
softmax,static,noniid,LFighter,0,A,5.523122310638428,nan
softmax,static,noniid,LFighter,1,A,5.555882453918457,nan
softmax,static,noniid,LFighter,0,variance,0.004847418982535601,nan
softmax,static,noniid,LFighter,1,variance,0.004829728975892067,nan
