Dataset,Model,Attack,Partition,Aggregator,Iteration,Metric,Mean,CI
MNIST,softmax,static,dirichlet,TriMean,108,per_class_accs_class_3,0.11188118811881188,nan
MNIST,softmax,static,dirichlet,TriMean,109,per_class_accs_class_3,0.11188118811881188,nan
MNIST,softmax,static,dirichlet,TriMean,110,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,111,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,112,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,113,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,114,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,115,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,116,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,117,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,118,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,119,per_class_accs_class_3,0.1495049504950495,nan
MNIST,softmax,static,dirichlet,TriMean,120,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,121,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,122,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,123,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,124,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,125,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,126,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,127,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,128,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,129,per_class_accs_class_3,0.18217821782178217,nan
MNIST,softmax,static,dirichlet,TriMean,130,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,131,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,132,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,133,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,134,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,135,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,136,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,137,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,138,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,139,per_class_accs_class_3,0.22376237623762377,nan
MNIST,softmax,static,dirichlet,TriMean,140,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,141,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,142,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,143,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,144,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,145,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,146,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,147,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,148,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,149,per_class_accs_class_3,0.2851485148514851,nan
MNIST,softmax,static,dirichlet,TriMean,150,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,151,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,152,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,153,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,154,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,155,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,156,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,157,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,158,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,159,per_class_accs_class_3,0.3425742574257426,nan
MNIST,softmax,static,dirichlet,TriMean,160,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,161,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,162,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,163,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,164,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,165,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,166,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,167,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,168,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,169,per_class_accs_class_3,0.39603960396039606,nan
MNIST,softmax,static,dirichlet,TriMean,170,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,171,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,172,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,173,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,174,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,175,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,176,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,177,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,178,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,179,per_class_accs_class_3,0.42475247524752474,nan
MNIST,softmax,static,dirichlet,TriMean,180,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,181,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,182,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,183,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,184,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,185,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,186,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,187,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,188,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,189,per_class_accs_class_3,0.4485148514851485,nan
MNIST,softmax,static,dirichlet,TriMean,190,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,191,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,192,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,193,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,194,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,195,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,196,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,197,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,198,per_class_accs_class_3,0.4693069306930693,nan
MNIST,softmax,static,dirichlet,TriMean,199,per_class_accs_class_3,0.48514851485148514,nan
MNIST,softmax,static,dirichlet,TriMean,0,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,1,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,2,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,3,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,4,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,5,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,6,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,7,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,8,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,9,per_class_accs_class_4,0.003054989816700611,nan
MNIST,softmax,static,dirichlet,TriMean,10,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,11,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,12,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,13,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,14,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,15,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,16,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,17,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,18,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,19,per_class_accs_class_4,0.025458248472505093,nan
MNIST,softmax,static,dirichlet,TriMean,20,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,21,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,22,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,23,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,24,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,25,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,26,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,27,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,28,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,29,per_class_accs_class_4,0.038696537678207736,nan
MNIST,softmax,static,dirichlet,TriMean,30,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,31,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,32,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,33,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,34,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,35,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,36,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,37,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,38,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,39,per_class_accs_class_4,0.03971486761710794,nan
MNIST,softmax,static,dirichlet,TriMean,40,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,41,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,42,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,43,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,44,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,45,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,46,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,47,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,48,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,49,per_class_accs_class_4,0.06517311608961303,nan
MNIST,softmax,static,dirichlet,TriMean,50,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,51,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,52,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,53,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,54,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,55,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,56,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,57,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,58,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,59,per_class_accs_class_4,0.09164969450101833,nan
MNIST,softmax,static,dirichlet,TriMean,60,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,61,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,62,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,63,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,64,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,65,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,66,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,67,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,68,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,69,per_class_accs_class_4,0.09877800407331976,nan
MNIST,softmax,static,dirichlet,TriMean,70,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,71,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,72,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,73,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,74,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,75,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,76,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,77,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,78,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,79,per_class_accs_class_4,0.15071283095723015,nan
MNIST,softmax,static,dirichlet,TriMean,80,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,81,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,82,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,83,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,84,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,85,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,86,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,87,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,88,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,89,per_class_accs_class_4,0.20570264765784113,nan
MNIST,softmax,static,dirichlet,TriMean,90,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,91,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,92,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,93,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,94,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,95,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,96,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,97,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,98,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,99,per_class_accs_class_4,0.24643584521384929,nan
MNIST,softmax,static,dirichlet,TriMean,100,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,101,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,102,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,103,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,104,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,105,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,106,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,107,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,108,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,109,per_class_accs_class_4,0.2790224032586558,nan
MNIST,softmax,static,dirichlet,TriMean,110,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,111,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,112,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,113,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,114,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,115,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,116,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,117,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,118,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,119,per_class_accs_class_4,0.329938900203666,nan
MNIST,softmax,static,dirichlet,TriMean,120,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,121,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,122,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,123,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,124,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,125,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,126,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,127,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,128,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,129,per_class_accs_class_4,0.3615071283095723,nan
MNIST,softmax,static,dirichlet,TriMean,130,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,131,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,132,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,133,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,134,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,135,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,136,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,137,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,138,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,139,per_class_accs_class_4,0.395112016293279,nan
MNIST,softmax,static,dirichlet,TriMean,140,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,141,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,142,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,143,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,144,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,145,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,146,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,147,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,148,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,149,per_class_accs_class_4,0.3981670061099796,nan
MNIST,softmax,static,dirichlet,TriMean,150,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,151,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,152,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,153,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,154,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,155,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,156,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,157,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,158,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,159,per_class_accs_class_4,0.3890020366598778,nan
MNIST,softmax,static,dirichlet,TriMean,160,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,161,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,162,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,163,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,164,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,165,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,166,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,167,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,168,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,169,per_class_accs_class_4,0.4103869653767821,nan
MNIST,softmax,static,dirichlet,TriMean,170,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,171,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,172,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,173,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,174,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,175,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,176,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,177,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,178,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,179,per_class_accs_class_4,0.43584521384928715,nan
MNIST,softmax,static,dirichlet,TriMean,180,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,181,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,182,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,183,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,184,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,185,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,186,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,187,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,188,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,189,per_class_accs_class_4,0.45621181262729127,nan
MNIST,softmax,static,dirichlet,TriMean,190,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,191,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,192,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,193,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,194,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,195,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,196,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,197,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,198,per_class_accs_class_4,0.46741344195519346,nan
MNIST,softmax,static,dirichlet,TriMean,199,per_class_accs_class_4,0.47963340122199594,nan
MNIST,softmax,static,dirichlet,TriMean,0,per_class_accs_class_5,0.04596412556053812,nan
MNIST,softmax,static,dirichlet,TriMean,1,per_class_accs_class_5,0.04596412556053812,nan
MNIST,softmax,static,dirichlet,TriMean,2,per_class_accs_class_5,0.04596412556053812,nan
MNIST,softmax,static,dirichlet,TriMean,3,per_class_accs_class_5,0.04596412556053812,nan
MNIST,softmax,static,dirichlet,TriMean,4,per_class_accs_class_5,0.04596412556053812,nan
