Model,Attack,Partition,Aggregator,Iteration,Metric,Mean,CI
softmax,static,iid,Mean,33,accs,0.52641,0.02178518324978394
softmax,static,iid,Mean,34,accs,0.53375,0.021385272691478326
softmax,static,iid,Mean,35,accs,0.5411900000000001,0.02081859660506549
softmax,static,iid,Mean,36,accs,0.5481499999999999,0.02050426583475308
softmax,static,iid,Mean,37,accs,0.55576,0.01971608458943555
softmax,static,iid,Mean,38,accs,0.56233,0.018998255948492877
softmax,static,iid,Mean,39,accs,0.5691700000000001,0.018290090879307663
softmax,static,iid,Mean,40,accs,0.57483,0.017710902666499585
softmax,static,iid,Mean,41,accs,0.5812599999999999,0.017228369030436067
softmax,static,iid,Mean,42,accs,0.5876100000000001,0.016986502076125686
softmax,static,iid,Mean,43,accs,0.59364,0.016278706945099915
softmax,static,iid,Mean,44,accs,0.59919,0.01576902121333682
softmax,static,iid,Mean,45,accs,0.6048,0.014811947069848733
softmax,static,iid,Mean,46,accs,0.60998,0.014260241877954872
softmax,static,iid,Mean,47,accs,0.61525,0.013546997033373205
softmax,static,iid,Mean,48,accs,0.62052,0.013327128860419353
softmax,static,iid,Mean,49,accs,0.62522,0.01297102141510494
softmax,static,iid,Mean,0,losses,2.3131524924087525,0.015132714601223396
softmax,static,iid,Mean,1,losses,2.303889451522827,0.015030979987051184
softmax,static,iid,Mean,2,losses,2.294677802009583,0.014927329117481083
softmax,static,iid,Mean,3,losses,2.2855372915649417,0.014815777551597922
softmax,static,iid,Mean,4,losses,2.2764779242324833,0.014694477879188676
softmax,static,iid,Mean,5,losses,2.267496442298889,0.014568314125465526
softmax,static,iid,Mean,6,losses,2.258569604568481,0.014436462790411962
softmax,static,iid,Mean,7,losses,2.2497024952697755,0.014299985720329006
softmax,static,iid,Mean,8,losses,2.240897770500183,0.014145163394827005
softmax,static,iid,Mean,9,losses,2.2321705189132692,0.013995827864377952
softmax,static,iid,Mean,10,losses,2.2235018989944457,0.013848484627566042
softmax,static,iid,Mean,11,losses,2.2148859589385985,0.013700222425301492
softmax,static,iid,Mean,12,losses,2.2063450704574588,0.013551361992829357
softmax,static,iid,Mean,13,losses,2.197888899345398,0.01341689316820158
softmax,static,iid,Mean,14,losses,2.1895120305252074,0.013294964435080875
softmax,static,iid,Mean,15,losses,2.1812026035690306,0.013174843805454424
softmax,static,iid,Mean,16,losses,2.17295106426239,0.013058402193861108
softmax,static,iid,Mean,17,losses,2.1647857191467286,0.012941194956993333
softmax,static,iid,Mean,18,losses,2.1566671773910526,0.01282291830250331
softmax,static,iid,Mean,19,losses,2.1486086489868166,0.012706939589680903
softmax,static,iid,Mean,20,losses,2.140608378601075,0.012595153878096555
softmax,static,iid,Mean,21,losses,2.132663561401367,0.01248667799080749
softmax,static,iid,Mean,22,losses,2.1247820186996456,0.01237949915126078
softmax,static,iid,Mean,23,losses,2.1169713905143737,0.01227090351863103
softmax,static,iid,Mean,24,losses,2.1092306126403813,0.012168884861713341
softmax,static,iid,Mean,25,losses,2.1015554535102843,0.012073591438126446
softmax,static,iid,Mean,26,losses,2.0939358759880067,0.011978474470442644
softmax,static,iid,Mean,27,losses,2.08638712184906,0.011882995507948644
softmax,static,iid,Mean,28,losses,2.0789045121574405,0.01179011233904656
softmax,static,iid,Mean,29,losses,2.07147234249115,0.011700731099413872
softmax,static,iid,Mean,30,losses,2.064101677246094,0.011618129408778382
softmax,static,iid,Mean,31,losses,2.0567768062210083,0.0115422811057655
softmax,static,iid,Mean,32,losses,2.049503081226349,0.011468164696571564
softmax,static,iid,Mean,33,losses,2.042284668045044,0.011396774214535364
softmax,static,iid,Mean,34,losses,2.0351255794906615,0.011329196698511278
softmax,static,iid,Mean,35,losses,2.028015735969544,0.011259332454165938
softmax,static,iid,Mean,36,losses,2.020957163200378,0.011187994611070147
softmax,static,iid,Mean,37,losses,2.013938327617645,0.011113594040467982
softmax,static,iid,Mean,38,losses,2.0069746024894712,0.011040661462881263
softmax,static,iid,Mean,39,losses,2.0000563750076297,0.010971343944882153
softmax,static,iid,Mean,40,losses,1.9931935486602783,0.010896337569306799
softmax,static,iid,Mean,41,losses,1.986362088356018,0.010822015526020122
softmax,static,iid,Mean,42,losses,1.9795779117393493,0.010747917136086138
softmax,static,iid,Mean,43,losses,1.972835808792114,0.010672721556964613
softmax,static,iid,Mean,44,losses,1.9661444138717652,0.010595370551292607
softmax,static,iid,Mean,45,losses,1.959494383773804,0.0105172508350487
softmax,static,iid,Mean,46,losses,1.9528840860557555,0.010444098879748776
softmax,static,iid,Mean,47,losses,1.9463188456153866,0.010375005260749819
softmax,static,iid,Mean,48,losses,1.9398143701934818,0.010308423144771388
softmax,static,iid,Mean,49,losses,1.933354411239624,0.010250049190259939
softmax,static,iid,Mean,0,xi,1.237738847732544,0.09249099344015121
softmax,static,iid,Mean,1,xi,1.1295902729034424,0.0921236202120781
softmax,static,iid,Mean,2,xi,1.021445393562317,0.08607854694128036
softmax,static,iid,Mean,3,xi,0.9313651323318481,0.07184754312038422
softmax,static,iid,Mean,4,xi,0.8363703489303589,0.05645652115345001
softmax,static,iid,Mean,5,xi,0.7625507116317749,0.052721500396728516
softmax,static,iid,Mean,6,xi,0.6961147785186768,0.05032561719417572
softmax,static,iid,Mean,7,xi,0.6426499485969543,0.05244681239128113
softmax,static,iid,Mean,8,xi,0.5957304835319519,0.05574193596839905
softmax,static,iid,Mean,9,xi,0.5690714120864868,0.05344817042350769
softmax,static,iid,Mean,10,xi,0.5321263074874878,0.03638072311878204
softmax,static,iid,Mean,11,xi,0.4938742220401764,0.03369113802909851
softmax,static,iid,Mean,12,xi,0.4598720967769623,0.027625182643532753
softmax,static,iid,Mean,13,xi,0.4376686215400696,0.025882042944431305
softmax,static,iid,Mean,14,xi,0.41345515847206116,0.01842651516199112
softmax,static,iid,Mean,15,xi,0.38740482926368713,0.016547098755836487
softmax,static,iid,Mean,16,xi,0.38223183155059814,0.020420508459210396
softmax,static,iid,Mean,17,xi,0.3691140115261078,0.018944405019283295
softmax,static,iid,Mean,18,xi,0.3507765233516693,0.017706317827105522
softmax,static,iid,Mean,19,xi,0.34831732511520386,0.018590785562992096
softmax,static,iid,Mean,20,xi,0.33584994077682495,0.015893645584583282
softmax,static,iid,Mean,21,xi,0.31864815950393677,0.017491154372692108
softmax,static,iid,Mean,22,xi,0.3260195255279541,0.015047114342451096
softmax,static,iid,Mean,23,xi,0.3277498483657837,0.013550731353461742
softmax,static,iid,Mean,24,xi,0.32001492381095886,0.0062688542529940605
softmax,static,iid,Mean,25,xi,0.3145160675048828,0.01696256920695305
softmax,static,iid,Mean,26,xi,0.30546727776527405,0.011676155030727386
softmax,static,iid,Mean,27,xi,0.30267465114593506,0.0078428341075778
softmax,static,iid,Mean,28,xi,0.2975958287715912,0.015793437138199806
softmax,static,iid,Mean,29,xi,0.3019164204597473,0.013530046679079533
softmax,static,iid,Mean,30,xi,0.2959805130958557,0.010363021865487099
softmax,static,iid,Mean,31,xi,0.2945041060447693,0.01931825838983059
softmax,static,iid,Mean,32,xi,0.2983491122722626,0.02340134233236313
softmax,static,iid,Mean,33,xi,0.30571943521499634,0.015893759205937386
softmax,static,iid,Mean,34,xi,0.313505083322525,0.015541563741862774
softmax,static,iid,Mean,35,xi,0.30860140919685364,0.016193503513932228
softmax,static,iid,Mean,36,xi,0.3018416166305542,0.017834357917308807
softmax,static,iid,Mean,37,xi,0.3040822148323059,0.014905420131981373
softmax,static,iid,Mean,38,xi,0.28969767689704895,0.013977148570120335
softmax,static,iid,Mean,39,xi,0.29408740997314453,0.015795350074768066
softmax,static,iid,Mean,40,xi,0.29700276255607605,0.017176367342472076
softmax,static,iid,Mean,41,xi,0.30207332968711853,0.01846865378320217
softmax,static,iid,Mean,42,xi,0.29856452345848083,0.016711978241801262
softmax,static,iid,Mean,43,xi,0.2995348870754242,0.01612812839448452
softmax,static,iid,Mean,44,xi,0.30200305581092834,0.022591035813093185
softmax,static,iid,Mean,45,xi,0.2940770983695984,0.015065092593431473
softmax,static,iid,Mean,46,xi,0.30638259649276733,0.01779334433376789
softmax,static,iid,Mean,47,xi,0.3093454837799072,0.021623514592647552
softmax,static,iid,Mean,48,xi,0.30126744508743286,0.017933201044797897
softmax,static,iid,Mean,49,xi,0.3051532506942749,0.015397083945572376
softmax,static,iid,Mean,0,A,1.5388290882110596,0.08888581395149231
softmax,static,iid,Mean,1,A,1.4336600303649902,0.08090373128652573
softmax,static,iid,Mean,2,A,1.3478251695632935,0.0686224028468132
softmax,static,iid,Mean,3,A,1.281435251235962,0.0636822059750557
softmax,static,iid,Mean,4,A,1.223831295967102,0.061091840267181396
softmax,static,iid,Mean,5,A,1.1774359941482544,0.05515960231423378
softmax,static,iid,Mean,6,A,1.1405891180038452,0.05209263414144516
softmax,static,iid,Mean,7,A,1.0953009128570557,0.04062490910291672
softmax,static,iid,Mean,8,A,1.0687832832336426,0.03480204567313194
softmax,static,iid,Mean,9,A,1.0369861125946045,0.03169877827167511
softmax,static,iid,Mean,10,A,1.011777639389038,0.02904364839196205
softmax,static,iid,Mean,11,A,0.9876499176025391,0.029827339574694633
softmax,static,iid,Mean,12,A,0.9659702181816101,0.025615936145186424
softmax,static,iid,Mean,13,A,0.9533088803291321,0.0282792616635561
softmax,static,iid,Mean,14,A,0.9425871968269348,0.02344502881169319
softmax,static,iid,Mean,15,A,0.9292252659797668,0.0202469602227211
softmax,static,iid,Mean,16,A,0.923071026802063,0.01691320352256298
softmax,static,iid,Mean,17,A,0.9193153381347656,0.019386937841773033
softmax,static,iid,Mean,18,A,0.9112541079521179,0.019504522904753685
softmax,static,iid,Mean,19,A,0.9070132374763489,0.01930939219892025
softmax,static,iid,Mean,20,A,0.9052031636238098,0.0199350006878376
softmax,static,iid,Mean,21,A,0.9006282687187195,0.01881588064134121
softmax,static,iid,Mean,22,A,0.8951147198677063,0.01628952845931053
softmax,static,iid,Mean,23,A,0.8891475796699524,0.01460400503128767
softmax,static,iid,Mean,24,A,0.8844188451766968,0.017752842977643013
softmax,static,iid,Mean,25,A,0.8842208981513977,0.015447217971086502
softmax,static,iid,Mean,26,A,0.888089656829834,0.01857692562043667
softmax,static,iid,Mean,27,A,0.8898380994796753,0.017265813425183296
softmax,static,iid,Mean,28,A,0.8869240880012512,0.014040159061551094
softmax,static,iid,Mean,29,A,0.8812363743782043,0.01493139285594225
softmax,static,iid,Mean,30,A,0.8759723901748657,0.014353825710713863
softmax,static,iid,Mean,31,A,0.8813115358352661,0.01802743971347809
softmax,static,iid,Mean,32,A,0.8775633573532104,0.01546545885503292
softmax,static,iid,Mean,33,A,0.8718805313110352,0.01667521521449089
softmax,static,iid,Mean,34,A,0.8707046508789062,0.013567051850259304
softmax,static,iid,Mean,35,A,0.8620985746383667,0.012780433520674706
softmax,static,iid,Mean,36,A,0.8622028231620789,0.010742254555225372
softmax,static,iid,Mean,37,A,0.8552678227424622,0.011805253103375435
softmax,static,iid,Mean,38,A,0.8670578002929688,0.017149778082966805
softmax,static,iid,Mean,39,A,0.8649196624755859,0.017199864611029625
softmax,static,iid,Mean,40,A,0.8730243444442749,0.01630113087594509
softmax,static,iid,Mean,41,A,0.8686132431030273,0.015703782439231873
softmax,static,iid,Mean,42,A,0.86640864610672,0.01270278263837099
softmax,static,iid,Mean,43,A,0.8611319661140442,0.013180318288505077
softmax,static,iid,Mean,44,A,0.8673469424247742,0.0081783477216959
softmax,static,iid,Mean,45,A,0.8615371584892273,0.00815955363214016
softmax,static,iid,Mean,46,A,0.8582146763801575,0.008836250752210617
softmax,static,iid,Mean,47,A,0.8622127771377563,0.008704042993485928
softmax,static,iid,Mean,48,A,0.8649066686630249,0.011929690837860107
softmax,static,iid,Mean,49,A,0.8691262006759644,0.013181842863559723
softmax,static,iid,Mean,0,variance,0.00017545933951623738,5.958811925665941e-06
softmax,static,iid,Mean,1,variance,0.00014992630167398602,5.550198238779558e-06
softmax,static,iid,Mean,2,variance,0.0001300438743783161,4.8914248509390745e-06
softmax,static,iid,Mean,3,variance,0.00011348519183229655,3.5853161080012796e-06
softmax,static,iid,Mean,4,variance,0.00010008320532506332,2.8914928407175466e-06
softmax,static,iid,Mean,5,variance,8.877595973899588e-05,2.514915649953764e-06
softmax,static,iid,Mean,6,variance,8.05515592219308e-05,2.401871142865275e-06
softmax,static,iid,Mean,7,variance,7.368215301539749e-05,2.475317387506948e-06
softmax,static,iid,Mean,8,variance,6.851380021544173e-05,2.639084414113313e-06
softmax,static,iid,Mean,9,variance,6.409733759937808e-05,2.1886992271902272e-06
softmax,static,iid,Mean,10,variance,6.065358320483938e-05,1.7417966091670678e-06
softmax,static,iid,Mean,11,variance,5.718140891985968e-05,1.689756118139485e-06
softmax,static,iid,Mean,12,variance,5.4462416301248595e-05,1.6637907265248941e-06
softmax,static,iid,Mean,13,variance,5.2370411140145734e-05,1.6443182175862603e-06
softmax,static,iid,Mean,14,variance,5.1215301937190816e-05,1.4051296375328093e-06
softmax,static,iid,Mean,15,variance,4.9529051466379315e-05,1.260171529793297e-06
softmax,static,iid,Mean,16,variance,4.8738067562226206e-05,1.3508090432878817e-06
softmax,static,iid,Mean,17,variance,4.768420330947265e-05,1.048181957230554e-06
softmax,static,iid,Mean,18,variance,4.661819548346102e-05,8.981362498161616e-07
softmax,static,iid,Mean,19,variance,4.592119512381032e-05,9.964093123926432e-07
softmax,static,iid,Mean,20,variance,4.527817145572044e-05,1.0166082802243182e-06
softmax,static,iid,Mean,21,variance,4.479048220673576e-05,9.864013463811716e-07
softmax,static,iid,Mean,22,variance,4.470973362913355e-05,8.471554906464007e-07
softmax,static,iid,Mean,23,variance,4.4264634198043495e-05,1.110639800572244e-06
softmax,static,iid,Mean,24,variance,4.408942913869396e-05,8.014552577151335e-07
softmax,static,iid,Mean,25,variance,4.406924927025102e-05,8.205504400393693e-07
softmax,static,iid,Mean,26,variance,4.388501474750228e-05,1.0870238611460081e-06
softmax,static,iid,Mean,27,variance,4.3625037505989894e-05,8.016138508537551e-07
softmax,static,iid,Mean,28,variance,4.350852395873517e-05,8.606085657447693e-07
softmax,static,iid,Mean,29,variance,4.323472603573464e-05,8.053826832110644e-07
softmax,static,iid,Mean,30,variance,4.2969775677192956e-05,8.229856121033663e-07
softmax,static,iid,Mean,31,variance,4.2905317968688905e-05,8.228548153965676e-07
softmax,static,iid,Mean,32,variance,4.2736857722047716e-05,6.912251819812809e-07
softmax,static,iid,Mean,33,variance,4.26828810304869e-05,7.662335974600865e-07
softmax,static,iid,Mean,34,variance,4.255482053849846e-05,6.718158260810014e-07
softmax,static,iid,Mean,35,variance,4.21372678829357e-05,6.88111640556599e-07
softmax,static,iid,Mean,36,variance,4.235231608618051e-05,7.737536407148582e-07
softmax,static,iid,Mean,37,variance,4.200019975542091e-05,6.790666589040484e-07
softmax,static,iid,Mean,38,variance,4.242314389557578e-05,6.752350145688979e-07
softmax,static,iid,Mean,39,variance,4.244152660248801e-05,9.109508027904667e-07
softmax,static,iid,Mean,40,variance,4.271721627446823e-05,8.856139288582199e-07
softmax,static,iid,Mean,41,variance,4.2503077565925196e-05,8.525333896614029e-07
softmax,static,iid,Mean,42,variance,4.2401454265927896e-05,9.448119726584991e-07
softmax,static,iid,Mean,43,variance,4.227010867907666e-05,8.58078749388369e-07
softmax,static,iid,Mean,44,variance,4.2349194700364023e-05,8.041909609346476e-07
softmax,static,iid,Mean,45,variance,4.2214720451738685e-05,7.335784744100238e-07
softmax,static,iid,Mean,46,variance,4.2385006963741034e-05,7.287938501576718e-07
softmax,static,iid,Mean,47,variance,4.2488518374739215e-05,7.117391191968636e-07
softmax,static,iid,Mean,48,variance,4.269561395631172e-05,6.502186238321883e-07
softmax,static,iid,Mean,49,variance,4.2899853724520653e-05,6.969241326260089e-07
softmax,static,iid,TriMean,0,accs,0.08586999999999997,0.02132654635414641
softmax,static,iid,TriMean,1,accs,0.09437999999999999,0.023670741829806122
softmax,static,iid,TriMean,2,accs,0.10473000000000002,0.025361909406211688
softmax,static,iid,TriMean,3,accs,0.11552,0.026840103836858257
softmax,static,iid,TriMean,4,accs,0.12859,0.02867324291359842
softmax,static,iid,TriMean,5,accs,0.14226999999999998,0.029975116317372305
softmax,static,iid,TriMean,6,accs,0.15855999999999998,0.0312903044419691
softmax,static,iid,TriMean,7,accs,0.17613,0.03206917862399625
softmax,static,iid,TriMean,8,accs,0.19353000000000004,0.03290353044509223
softmax,static,iid,TriMean,9,accs,0.21284,0.033314480797795226
softmax,static,iid,TriMean,10,accs,0.23104999999999998,0.0341618778992022
softmax,static,iid,TriMean,11,accs,0.25037,0.03404249177483928
softmax,static,iid,TriMean,12,accs,0.27084,0.033844762817967035
softmax,static,iid,TriMean,13,accs,0.29083999999999993,0.033459753401229836
softmax,static,iid,TriMean,14,accs,0.30964,0.0331546834349404
softmax,static,iid,TriMean,15,accs,0.32866,0.03290523175801818
softmax,static,iid,TriMean,16,accs,0.34678000000000003,0.032501462579329496
softmax,static,iid,TriMean,17,accs,0.36435,0.032325653181335706
softmax,static,iid,TriMean,18,accs,0.38093000000000005,0.031526377110392294
softmax,static,iid,TriMean,19,accs,0.3965600000000001,0.031037998470405417
softmax,static,iid,TriMean,20,accs,0.41053000000000006,0.03015625664390946
softmax,static,iid,TriMean,21,accs,0.4246,0.029435998405580425
softmax,static,iid,TriMean,22,accs,0.43852,0.028294656065844727
softmax,static,iid,TriMean,23,accs,0.45172,0.02736987617590632
softmax,static,iid,TriMean,24,accs,0.46373,0.026230532723357167
softmax,static,iid,TriMean,25,accs,0.47496,0.02513082483821191
softmax,static,iid,TriMean,26,accs,0.48601,0.024356621546055543
softmax,static,iid,TriMean,27,accs,0.49629,0.023331565178339637
softmax,static,iid,TriMean,28,accs,0.50613,0.02262652934980921
softmax,static,iid,TriMean,29,accs,0.5160500000000001,0.021210972533625663
softmax,static,iid,TriMean,30,accs,0.5260400000000001,0.020081987366902813
softmax,static,iid,TriMean,31,accs,0.5350900000000001,0.019231706481860747
softmax,static,iid,TriMean,32,accs,0.5439499999999999,0.018550208971569268
softmax,static,iid,TriMean,33,accs,0.55298,0.01786750926172357
softmax,static,iid,TriMean,34,accs,0.5615300000000001,0.01698304907632575
softmax,static,iid,TriMean,35,accs,0.56913,0.016337567691129
softmax,static,iid,TriMean,36,accs,0.5764400000000001,0.01535445090968014
softmax,static,iid,TriMean,37,accs,0.5840799999999999,0.014248862994639261
softmax,static,iid,TriMean,38,accs,0.59111,0.013437732618927114
softmax,static,iid,TriMean,39,accs,0.59802,0.012787046943250363
softmax,static,iid,TriMean,40,accs,0.6043,0.011985595428587497
softmax,static,iid,TriMean,41,accs,0.61058,0.011065422400734047
softmax,static,iid,TriMean,42,accs,0.61684,0.010551533579111197
softmax,static,iid,TriMean,43,accs,0.62284,0.010095604662095931
softmax,static,iid,TriMean,44,accs,0.6285900000000001,0.009845906744767938
softmax,static,iid,TriMean,45,accs,0.63398,0.009180288870787838
softmax,static,iid,TriMean,46,accs,0.63852,0.008727212874171865
softmax,static,iid,TriMean,47,accs,0.6432399999999999,0.008591777985958433
softmax,static,iid,TriMean,48,accs,0.64751,0.008207356817988213
softmax,static,iid,TriMean,49,accs,0.6521399999999999,0.007841644049843402
softmax,static,iid,TriMean,0,losses,2.315138680419922,0.011685701818650914
softmax,static,iid,TriMean,1,losses,2.3049861333084105,0.011699395321558493
softmax,static,iid,TriMean,2,losses,2.2949026856613157,0.0117026938895361
softmax,static,iid,TriMean,3,losses,2.2848639806365965,0.011701712253392069
softmax,static,iid,TriMean,4,losses,2.274854724082947,0.011701232859900103
softmax,static,iid,TriMean,5,losses,2.264900640144348,0.01169646517853652
softmax,static,iid,TriMean,6,losses,2.2549724534225466,0.011668049035386008
softmax,static,iid,TriMean,7,losses,2.245072523918152,0.011650483826514344
softmax,static,iid,TriMean,8,losses,2.235184437294006,0.011630524753156976
softmax,static,iid,TriMean,9,losses,2.225333087997437,0.011600942824229084
softmax,static,iid,TriMean,10,losses,2.2155197856140134,0.011575112975409895
softmax,static,iid,TriMean,11,losses,2.2057432051086425,0.011547057294253543
softmax,static,iid,TriMean,12,losses,2.1960193484115598,0.011524776026628646
softmax,static,iid,TriMean,13,losses,2.186349877357483,0.011496182445758486
softmax,static,iid,TriMean,14,losses,2.1767492235565187,0.0114569198502497
softmax,static,iid,TriMean,15,losses,2.1672354799652096,0.011410239764925372
softmax,static,iid,TriMean,16,losses,2.157768836402893,0.01136669756035379
softmax,static,iid,TriMean,17,losses,2.1483681413269045,0.011316666362940602
softmax,static,iid,TriMean,18,losses,2.139048014602661,0.01126786440088854
softmax,static,iid,TriMean,19,losses,2.1297856544113154,0.01121047874878135
softmax,static,iid,TriMean,20,losses,2.1205890658187867,0.01116456678245068
softmax,static,iid,TriMean,21,losses,2.111460544128418,0.011104513089372145
softmax,static,iid,TriMean,22,losses,2.102394939918518,0.01104209004435014
softmax,static,iid,TriMean,23,losses,2.093408654975891,0.010976346276471214
softmax,static,iid,TriMean,24,losses,2.0844776844024655,0.010918577398602913
softmax,static,iid,TriMean,25,losses,2.075634924068451,0.01086111731746644
softmax,static,iid,TriMean,26,losses,2.066861319465637,0.010805252727993615
softmax,static,iid,TriMean,27,losses,2.058141857872009,0.010737698933970264
softmax,static,iid,TriMean,28,losses,2.04949928440094,0.010664946868879192
softmax,static,iid,TriMean,29,losses,2.040915331630707,0.010594953933324961
softmax,static,iid,TriMean,30,losses,2.032387541923523,0.01051817239443215
softmax,static,iid,TriMean,31,losses,2.0239235739707944,0.010451883003068199
softmax,static,iid,TriMean,32,losses,2.0155190702056887,0.010381791444079195
softmax,static,iid,TriMean,33,losses,2.007175466899872,0.01030388723527595
softmax,static,iid,TriMean,34,losses,1.9988897040367128,0.010229534107827941
softmax,static,iid,TriMean,35,losses,1.9906730020713805,0.010152153377269272
softmax,static,iid,TriMean,36,losses,1.9825182784652706,0.010075969725119236
softmax,static,iid,TriMean,37,losses,1.9744179771232606,0.010002378710498663
softmax,static,iid,TriMean,38,losses,1.966382700214386,0.009924187999024302
softmax,static,iid,TriMean,39,losses,1.9584134656143188,0.009851345649412915
softmax,static,iid,TriMean,40,losses,1.9505057835578916,0.009770428836114136
softmax,static,iid,TriMean,41,losses,1.9426413123893738,0.009695733363842423
softmax,static,iid,TriMean,42,losses,1.934842049465179,0.009616466705367742
softmax,static,iid,TriMean,43,losses,1.9270915294837956,0.00953647545691524
softmax,static,iid,TriMean,44,losses,1.91939781463623,0.009467510893407236
softmax,static,iid,TriMean,45,losses,1.91176653842926,0.00939781417107093
softmax,static,iid,TriMean,46,losses,1.9041895688056947,0.009334050948490505
softmax,static,iid,TriMean,47,losses,1.8966753613471983,0.009261575175619168
softmax,static,iid,TriMean,48,losses,1.8892179987335205,0.009189259863071135
softmax,static,iid,TriMean,49,losses,1.881811945514679,0.009113565878061617
softmax,static,iid,TriMean,0,xi,1.2027289867401123,0.09496594965457916
softmax,static,iid,TriMean,1,xi,1.0906699895858765,0.09187131375074387
softmax,static,iid,TriMean,2,xi,0.9958456158638,0.0893467590212822
softmax,static,iid,TriMean,3,xi,0.9046034812927246,0.07096417248249054
softmax,static,iid,TriMean,4,xi,0.8270502090454102,0.05410437658429146
softmax,static,iid,TriMean,5,xi,0.7603441476821899,0.04571011662483215
softmax,static,iid,TriMean,6,xi,0.7091134190559387,0.03880247473716736
softmax,static,iid,TriMean,7,xi,0.6511279940605164,0.04165937379002571
softmax,static,iid,TriMean,8,xi,0.6006034016609192,0.03580181673169136
softmax,static,iid,TriMean,9,xi,0.553329348564148,0.034223951399326324
softmax,static,iid,TriMean,10,xi,0.5213112235069275,0.029565025120973587
softmax,static,iid,TriMean,11,xi,0.48973068594932556,0.033479902893304825
softmax,static,iid,TriMean,12,xi,0.4594145715236664,0.021192528307437897
softmax,static,iid,TriMean,13,xi,0.43569135665893555,0.02602382004261017
softmax,static,iid,TriMean,14,xi,0.41920381784439087,0.028184855356812477
softmax,static,iid,TriMean,15,xi,0.41505616903305054,0.027142394334077835
softmax,static,iid,TriMean,16,xi,0.381940633058548,0.020870661363005638
softmax,static,iid,TriMean,17,xi,0.3795732855796814,0.020025502890348434
softmax,static,iid,TriMean,18,xi,0.3634580671787262,0.017912020906805992
softmax,static,iid,TriMean,19,xi,0.35099679231643677,0.014991030097007751
softmax,static,iid,TriMean,20,xi,0.3350157141685486,0.018043531104922295
softmax,static,iid,TriMean,21,xi,0.33494672179222107,0.014567694626748562
softmax,static,iid,TriMean,22,xi,0.3310616910457611,0.012873617000877857
softmax,static,iid,TriMean,23,xi,0.3345549404621124,0.01731020212173462
softmax,static,iid,TriMean,24,xi,0.3304894268512726,0.017926955595612526
softmax,static,iid,TriMean,25,xi,0.32422494888305664,0.012543492019176483
softmax,static,iid,TriMean,26,xi,0.32470595836639404,0.01318158395588398
softmax,static,iid,TriMean,27,xi,0.31911078095436096,0.017111457884311676
softmax,static,iid,TriMean,28,xi,0.31545618176460266,0.013782292604446411
softmax,static,iid,TriMean,29,xi,0.3196675181388855,0.013872869312763214
softmax,static,iid,TriMean,30,xi,0.3064073324203491,0.011058259755373001
softmax,static,iid,TriMean,31,xi,0.300686240196228,0.013384800404310226
softmax,static,iid,TriMean,32,xi,0.3030727803707123,0.016909820958971977
softmax,static,iid,TriMean,33,xi,0.29386892914772034,0.015473979525268078
softmax,static,iid,TriMean,34,xi,0.29128509759902954,0.01112245675176382
softmax,static,iid,TriMean,35,xi,0.29355403780937195,0.01141742616891861
