Dataset,Model,Attack,Partition,Aggregator,Iteration,Metric,Mean,CI
CIFAR-10,softmax,static,iid,FABA,6,per_class_accs_class_6,0.11800000000000001,0.22148
CIFAR-10,softmax,static,iid,FABA,7,per_class_accs_class_6,0.11800000000000001,0.22148
CIFAR-10,softmax,static,iid,FABA,8,per_class_accs_class_6,0.11800000000000001,0.22148
CIFAR-10,softmax,static,iid,FABA,9,per_class_accs_class_6,0.0095,0.006859999999999999
CIFAR-10,softmax,static,iid,FABA,0,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,1,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,2,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,3,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,4,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,5,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,6,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,7,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,8,per_class_accs_class_7,0.14900000000000002,0.23324
CIFAR-10,softmax,static,iid,FABA,9,per_class_accs_class_7,0.14850000000000002,0.24794
CIFAR-10,softmax,static,iid,FABA,0,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,1,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,2,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,3,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,4,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,5,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,6,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,7,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,8,per_class_accs_class_8,0.11,0.17248
CIFAR-10,softmax,static,iid,FABA,9,per_class_accs_class_8,0.30250000000000005,0.48118
CIFAR-10,softmax,static,iid,FABA,0,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,1,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,2,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,3,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,4,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,5,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,6,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,7,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,8,per_class_accs_class_9,0.049999999999999996,0.07251999999999999
CIFAR-10,softmax,static,iid,FABA,9,per_class_accs_class_9,0.242,0.47431999999999996
CIFAR-10,softmax,static,iid,LFighter,0,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,1,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,2,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,3,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,4,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,5,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,6,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,7,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,8,accs,0.10075,0.0036259999999999947
CIFAR-10,softmax,static,iid,LFighter,9,accs,0.15234999999999999,0.062426
CIFAR-10,softmax,static,iid,LFighter,0,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,1,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,2,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,3,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,4,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,5,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,6,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,7,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,8,losses,2.313567484283447,0.005801195205688456
CIFAR-10,softmax,static,iid,LFighter,9,losses,2.39198418712616,0.1462887721328734
CIFAR-10,softmax,static,iid,LFighter,0,xi,4.346229553222656,0.21819238364696503
CIFAR-10,softmax,static,iid,LFighter,1,xi,3.9690957069396973,0.22379928827285767
CIFAR-10,softmax,static,iid,LFighter,2,xi,3.6492390632629395,0.0501277856528759
CIFAR-10,softmax,static,iid,LFighter,3,xi,3.3479580879211426,0.05231591686606407
CIFAR-10,softmax,static,iid,LFighter,4,xi,3.1849770545959473,0.13672181963920593
CIFAR-10,softmax,static,iid,LFighter,5,xi,2.987527847290039,0.20014196634292603
CIFAR-10,softmax,static,iid,LFighter,6,xi,2.7599120140075684,0.17246633768081665
CIFAR-10,softmax,static,iid,LFighter,7,xi,2.5333032608032227,0.22766245901584625
CIFAR-10,softmax,static,iid,LFighter,8,xi,2.2126917839050293,0.07603047788143158
CIFAR-10,softmax,static,iid,LFighter,9,xi,1.9715574979782104,0.05049882084131241
CIFAR-10,softmax,static,iid,LFighter,0,A,3.8966379165649414,0.6602274775505066
CIFAR-10,softmax,static,iid,LFighter,1,A,3.437760829925537,0.7809755802154541
CIFAR-10,softmax,static,iid,LFighter,2,A,3.0957818031311035,0.5869930982589722
CIFAR-10,softmax,static,iid,LFighter,3,A,2.8271679878234863,0.5728958249092102
CIFAR-10,softmax,static,iid,LFighter,4,A,2.583167552947998,0.561372697353363
CIFAR-10,softmax,static,iid,LFighter,5,A,2.2891807556152344,0.6227422952651978
CIFAR-10,softmax,static,iid,LFighter,6,A,2.071455478668213,0.21931298077106476
CIFAR-10,softmax,static,iid,LFighter,7,A,1.9416314363479614,0.23835475742816925
CIFAR-10,softmax,static,iid,LFighter,8,A,1.7902522087097168,0.12740501761436462
CIFAR-10,softmax,static,iid,LFighter,9,A,1.6242802143096924,0.13036981225013733
CIFAR-10,softmax,static,iid,LFighter,0,variance,0.00039429875323548913,8.000153684406541e-06
CIFAR-10,softmax,static,iid,LFighter,1,variance,0.00031796039547771215,6.214575932972366e-06
CIFAR-10,softmax,static,iid,LFighter,2,variance,0.0002639880985952914,9.737555046740454e-06
CIFAR-10,softmax,static,iid,LFighter,3,variance,0.00021879823179915547,1.1549685041245539e-05
CIFAR-10,softmax,static,iid,LFighter,4,variance,0.00018423747678752989,1.2805640835722443e-05
CIFAR-10,softmax,static,iid,LFighter,5,variance,0.0001507220877101645,1.870596497610677e-05
CIFAR-10,softmax,static,iid,LFighter,6,variance,0.00012398435501381755,1.5836090824450366e-05
CIFAR-10,softmax,static,iid,LFighter,7,variance,0.00010799552546814084,6.5035378611355554e-06
CIFAR-10,softmax,static,iid,LFighter,8,variance,8.869216253515333e-05,7.69674534240039e-06
CIFAR-10,softmax,static,iid,LFighter,9,variance,7.637051021447405e-05,6.80430639476981e-06
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_0,0.2795,0.34202
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_0,0.2815,0.38905999999999996
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_1,0.224,0.41356
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_1,0.014,0.02744
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_2,0.0005,0.00098
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_2,0.1865,0.3655399999999999
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_3,0.069,0.05292
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_3,0.0125,0.0245
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_4,0.011,0.0098
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_4,0.001,0.00196
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_5,0.1335,0.20873999999999995
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_5,0.20500000000000002,0.36063999999999996
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_6,0.043,0.08427999999999998
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_6,0.012,0.023519999999999996
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_7,0.2005,0.22442
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_7,0.058,0.11367999999999999
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_8,0.008,0.01568
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_8,0.5625,0.72814
CIFAR-10,softmax,static,iid,LFighter,0,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,1,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,2,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,3,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,4,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,5,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,6,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,7,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,8,per_class_accs_class_9,0.0385,0.026459999999999997
CIFAR-10,softmax,static,iid,LFighter,9,per_class_accs_class_9,0.1905,0.37338
CIFAR-10,softmax,static,dirichlet,Mean,0,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,1,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,2,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,3,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,4,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,5,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,6,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,7,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,8,accs,0.1289,0.047824
CIFAR-10,softmax,static,dirichlet,Mean,9,accs,0.13629999999999998,0.012151999999999994
CIFAR-10,softmax,static,dirichlet,Mean,0,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,1,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,2,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,3,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,4,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,5,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,6,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,7,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,8,losses,2.302651508712769,0.034143478286743134
CIFAR-10,softmax,static,dirichlet,Mean,9,losses,2.4553212184906004,0.14548825474548369
CIFAR-10,softmax,static,dirichlet,Mean,0,xi,11.334986686706543,0.501372218132019
CIFAR-10,softmax,static,dirichlet,Mean,1,xi,11.296712875366211,0.39749976992607117
CIFAR-10,softmax,static,dirichlet,Mean,2,xi,11.170116424560547,0.6025680303573608
CIFAR-10,softmax,static,dirichlet,Mean,3,xi,10.95495319366455,0.5334383845329285
CIFAR-10,softmax,static,dirichlet,Mean,4,xi,10.884288787841797,0.7156060338020325
CIFAR-10,softmax,static,dirichlet,Mean,5,xi,10.553932189941406,0.5538472533226013
CIFAR-10,softmax,static,dirichlet,Mean,6,xi,10.454805374145508,0.4902869462966919
CIFAR-10,softmax,static,dirichlet,Mean,7,xi,10.423981666564941,0.6079503893852234
CIFAR-10,softmax,static,dirichlet,Mean,8,xi,10.346384048461914,0.6121420860290527
CIFAR-10,softmax,static,dirichlet,Mean,9,xi,10.233789443969727,0.7858619689941406
CIFAR-10,softmax,static,dirichlet,Mean,0,A,5.9878249168396,2.16115140914917
CIFAR-10,softmax,static,dirichlet,Mean,1,A,5.890271186828613,2.242161273956299
CIFAR-10,softmax,static,dirichlet,Mean,2,A,5.716060638427734,2.0014398097991943
CIFAR-10,softmax,static,dirichlet,Mean,3,A,5.530632495880127,1.9481728076934814
CIFAR-10,softmax,static,dirichlet,Mean,4,A,5.267660140991211,1.96370530128479
CIFAR-10,softmax,static,dirichlet,Mean,5,A,5.1393022537231445,1.820968747138977
CIFAR-10,softmax,static,dirichlet,Mean,6,A,5.021739959716797,1.497136116027832
CIFAR-10,softmax,static,dirichlet,Mean,7,A,4.957289218902588,1.4119024276733398
CIFAR-10,softmax,static,dirichlet,Mean,8,A,4.836568355560303,1.38215970993042
CIFAR-10,softmax,static,dirichlet,Mean,9,A,4.689289093017578,1.3338146209716797
CIFAR-10,softmax,static,dirichlet,Mean,0,variance,0.0018921669106930494,0.00021635326265823096
CIFAR-10,softmax,static,dirichlet,Mean,1,variance,0.0018325003329664469,0.00021733167523052543
CIFAR-10,softmax,static,dirichlet,Mean,2,variance,0.0017878641374409199,0.0001382973132422194
CIFAR-10,softmax,static,dirichlet,Mean,3,variance,0.0017363906372338533,0.00013741495786234736
CIFAR-10,softmax,static,dirichlet,Mean,4,variance,0.0017024814151227474,0.00011648273357423022
CIFAR-10,softmax,static,dirichlet,Mean,5,variance,0.0016691723139956594,0.0001019262635963969
CIFAR-10,softmax,static,dirichlet,Mean,6,variance,0.0016725222812965512,7.151430327212438e-05
CIFAR-10,softmax,static,dirichlet,Mean,7,variance,0.001651806989684701,6.065356501494534e-05
CIFAR-10,softmax,static,dirichlet,Mean,8,variance,0.0016278104158118367,8.412708120886236e-05
CIFAR-10,softmax,static,dirichlet,Mean,9,variance,0.0016062271315604448,7.90912818047218e-05
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,6,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,7,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,8,per_class_accs_class_0,0.368,0.34496000000000004
CIFAR-10,softmax,static,dirichlet,Mean,9,per_class_accs_class_0,0.0045000000000000005,0.006859999999999999
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,6,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,7,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,8,per_class_accs_class_1,0.0455,0.08917999999999998
CIFAR-10,softmax,static,dirichlet,Mean,9,per_class_accs_class_1,0.0825,0.14798
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,6,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,7,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,8,per_class_accs_class_2,0.2515,0.4733399999999999
CIFAR-10,softmax,static,dirichlet,Mean,9,per_class_accs_class_2,0.06,0.1176
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,6,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,7,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,8,per_class_accs_class_3,0.015000000000000001,0.0196
CIFAR-10,softmax,static,dirichlet,Mean,9,per_class_accs_class_3,0.0535,0.10485999999999998
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,6,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,7,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,8,per_class_accs_class_4,0.0025,0.00098
CIFAR-10,softmax,static,dirichlet,Mean,9,per_class_accs_class_4,0.0,0.0
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,6,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,7,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,8,per_class_accs_class_5,0.175,0.33908
CIFAR-10,softmax,static,dirichlet,Mean,9,per_class_accs_class_5,0.026,0.05096
CIFAR-10,softmax,static,dirichlet,Mean,0,per_class_accs_class_6,0.008,0.01568
CIFAR-10,softmax,static,dirichlet,Mean,1,per_class_accs_class_6,0.008,0.01568
CIFAR-10,softmax,static,dirichlet,Mean,2,per_class_accs_class_6,0.008,0.01568
CIFAR-10,softmax,static,dirichlet,Mean,3,per_class_accs_class_6,0.008,0.01568
CIFAR-10,softmax,static,dirichlet,Mean,4,per_class_accs_class_6,0.008,0.01568
CIFAR-10,softmax,static,dirichlet,Mean,5,per_class_accs_class_6,0.008,0.01568
