Model,Attack,Partition,Aggregator,Iteration,TestAccuracy,TestLoss,xi,A
softmax,static,iid,TriMean,17,0.409,2.1398873950958253,0.36522167921066284,0.8583686351776123
softmax,static,iid,TriMean,18,0.424,2.1305392810821533,0.3622353971004486,0.8697249889373779
softmax,static,iid,TriMean,19,0.439,2.121280556869507,0.35026681423187256,0.8605107069015503
softmax,static,iid,TriMean,20,0.4531,2.1120122203826903,0.3759065866470337,0.8561469316482544
softmax,static,iid,TriMean,21,0.4659,2.102763970565796,0.34745582938194275,0.8587411642074585
softmax,static,iid,TriMean,22,0.4774,2.093626086807251,0.35137131810188293,0.8610975742340088
softmax,static,iid,TriMean,23,0.4895,2.0845712997436525,0.3658304214477539,0.8659083247184753
softmax,static,iid,TriMean,24,0.5004,2.0755392028808592,0.34163013100624084,0.8625240325927734
softmax,static,iid,TriMean,25,0.5121,2.066597756576538,0.32604601979255676,0.862596869468689
softmax,static,iid,TriMean,26,0.5213,2.0578086017608643,0.3234928846359253,0.8612863421440125
softmax,static,iid,TriMean,27,0.5322,2.0491241676330567,0.3258732855319977,0.8770850300788879
softmax,static,iid,TriMean,28,0.5406,2.040552334022522,0.30622661113739014,0.8637356162071228
softmax,static,iid,TriMean,29,0.5496,2.032118794441223,0.3308255672454834,0.8553368449211121
softmax,static,iid,TriMean,30,0.5564,2.023769538116455,0.3229808509349823,0.8614785075187683
softmax,static,iid,TriMean,31,0.565,2.0154524734497072,0.31885284185409546,0.8553959131240845
softmax,static,iid,TriMean,32,0.5707,2.0071675168991088,0.32294952869415283,0.8500067591667175
softmax,static,iid,TriMean,33,0.577,1.9989858585357665,0.3728121817111969,0.852632999420166
softmax,static,iid,TriMean,34,0.5838,1.9909104824066162,0.35679250955581665,0.8506557941436768
softmax,static,iid,TriMean,35,0.5906,1.9829462457656861,0.3276194632053375,0.8618036508560181
softmax,static,iid,TriMean,36,0.5972,1.975029013442993,0.3421934247016907,0.8609206676483154
softmax,static,iid,TriMean,37,0.6021,1.9671320741653442,0.3277093768119812,0.8682987689971924
softmax,static,iid,TriMean,38,0.6093,1.9592667812347413,0.3247823417186737,0.8737439513206482
softmax,static,iid,TriMean,39,0.6159,1.9514537031173707,0.3162556290626526,0.9003683924674988
softmax,static,iid,TriMean,40,0.6217,1.9436961584091186,0.33741116523742676,0.9070584177970886
softmax,static,iid,TriMean,41,0.6269,1.9360183794021606,0.3279564082622528,0.8837105631828308
softmax,static,iid,TriMean,42,0.6309,1.9283826892852782,0.3151876628398895,0.8787257671356201
softmax,static,iid,TriMean,43,0.6346,1.9208147594451905,0.3466450273990631,0.8641988039016724
softmax,static,iid,TriMean,44,0.6377,1.9132853723526,0.3364686369895935,0.8742903470993042
softmax,static,iid,TriMean,45,0.6414,1.9057938606262208,0.32193130254745483,0.8717638254165649
softmax,static,iid,TriMean,46,0.6443,1.8983636072158814,0.3014099895954132,0.8892777562141418
softmax,static,iid,TriMean,47,0.6493,1.8909952140808106,0.2932572066783905,0.907875120639801
softmax,static,iid,TriMean,48,0.652,1.8837064697265624,0.3058601915836334,0.9010579586029053
softmax,static,iid,TriMean,49,0.654,1.8765037508010864,0.31473860144615173,0.9033581614494324
softmax,static,iid,FABA,0,0.0948,2.326751533126831,1.1275577545166016,1.4514505863189697
softmax,static,iid,FABA,1,0.1025,2.315246694946289,1.0274841785430908,1.3695861101150513
softmax,static,iid,FABA,2,0.1098,2.303877366256714,0.9370807409286499,1.3137946128845215
softmax,static,iid,FABA,3,0.1202,2.2926871238708495,0.9005643725395203,1.2433260679244995
softmax,static,iid,FABA,4,0.1327,2.2815753929138185,0.8432862758636475,1.221417784690857
softmax,static,iid,FABA,5,0.1472,2.2706330738067626,0.7623786330223083,1.197959065437317
softmax,static,iid,FABA,6,0.166,2.259870816040039,0.7007196545600891,1.151658296585083
softmax,static,iid,FABA,7,0.1851,2.2493181312561035,0.6039761900901794,1.1466864347457886
softmax,static,iid,FABA,8,0.2045,2.238896327972412,0.5580711364746094,1.108656644821167
softmax,static,iid,FABA,9,0.2246,2.228636960601807,0.5244778394699097,1.0705957412719727
softmax,static,iid,FABA,10,0.2438,2.2185361740112306,0.4979330897331238,1.049486517906189
softmax,static,iid,FABA,11,0.2634,2.208618879699707,0.45951563119888306,1.0303757190704346
softmax,static,iid,FABA,12,0.284,2.1988000366210936,0.40798670053482056,1.0146362781524658
softmax,static,iid,FABA,13,0.3009,2.189114387512207,0.3988652229309082,0.9855473637580872
softmax,static,iid,FABA,14,0.3199,2.1795440521240232,0.38417837023735046,0.9653593301773071
softmax,static,iid,FABA,15,0.3355,2.1701160625457763,0.3803921341896057,0.9365056753158569
softmax,static,iid,FABA,16,0.3544,2.1607729000091553,0.3627197742462158,0.9519660472869873
softmax,static,iid,FABA,17,0.3697,2.151584750366211,0.33317747712135315,0.960742175579071
softmax,static,iid,FABA,18,0.3846,2.1424984172821047,0.32538482546806335,0.9750463962554932
softmax,static,iid,FABA,19,0.398,2.1335008937835696,0.3318297863006592,0.9632079601287842
softmax,static,iid,FABA,20,0.4081,2.12459676399231,0.33529964089393616,0.9450804591178894
softmax,static,iid,FABA,21,0.4199,2.115817042541504,0.3088398873806,0.9439350366592407
softmax,static,iid,FABA,22,0.4296,2.1071272785186768,0.2932368814945221,0.9698212146759033
softmax,static,iid,FABA,23,0.4403,2.0984866664886477,0.31419724225997925,0.9599069952964783
softmax,static,iid,FABA,24,0.4497,2.0898885120391846,0.28576138615608215,0.9588158130645752
softmax,static,iid,FABA,25,0.4588,2.0813540058135986,0.2982582151889801,0.9359086155891418
softmax,static,iid,FABA,26,0.4682,2.0728743839263917,0.3062039315700531,0.9429030418395996
softmax,static,iid,FABA,27,0.4775,2.064440871810913,0.2877664268016815,0.9229817986488342
softmax,static,iid,FABA,28,0.4887,2.056072158050537,0.28733623027801514,0.9216298460960388
softmax,static,iid,FABA,29,0.4991,2.0478024421691896,0.2828076183795929,0.904118537902832
softmax,static,iid,FABA,30,0.5113,2.039616770553589,0.27332326769828796,0.9067767858505249
softmax,static,iid,FABA,31,0.5205,2.0315295028686524,0.28824296593666077,0.8990277051925659
softmax,static,iid,FABA,32,0.5327,2.0235010177612303,0.31085243821144104,0.8900619745254517
softmax,static,iid,FABA,33,0.5416,2.015563716506958,0.30465492606163025,0.9118526577949524
softmax,static,iid,FABA,34,0.5497,2.007637672805786,0.316845566034317,0.9002375602722168
softmax,static,iid,FABA,35,0.5582,1.999768737411499,0.2644267678260803,0.8772578835487366
softmax,static,iid,FABA,36,0.568,1.9919804533004761,0.28520914912223816,0.8694508671760559
softmax,static,iid,FABA,37,0.5765,1.984271347618103,0.2796590328216553,0.8701462745666504
softmax,static,iid,FABA,38,0.5842,1.9766273950576783,0.2863706350326538,0.878137469291687
softmax,static,iid,FABA,39,0.5916,1.9690629510879516,0.2978764772415161,0.8893505930900574
softmax,static,iid,FABA,40,0.5987,1.9615742624282837,0.33108970522880554,0.890364408493042
softmax,static,iid,FABA,41,0.6062,1.9541334199905396,0.3196229040622711,0.9017865061759949
softmax,static,iid,FABA,42,0.6114,1.9467298078536988,0.29776304960250854,0.897857129573822
softmax,static,iid,FABA,43,0.6173,1.9393841241836547,0.2793211340904236,0.8935570120811462
softmax,static,iid,FABA,44,0.6213,1.9320776056289672,0.2745935320854187,0.893449604511261
softmax,static,iid,FABA,45,0.6255,1.924822929573059,0.30759117007255554,0.8896371126174927
softmax,static,iid,FABA,46,0.63,1.9176047399520875,0.2889423072338104,0.8952216506004333
softmax,static,iid,FABA,47,0.6346,1.91044540309906,0.2827298939228058,0.9046432375907898
softmax,static,iid,FABA,48,0.6381,1.9033210453033447,0.28201210498809814,0.9028669595718384
softmax,static,iid,FABA,49,0.6425,1.8962404644012452,0.2661392390727997,0.9032950401306152
softmax,static,iid,CC,0,0.0634,2.3556406074523926,1.2310949563980103,1.3913036584854126
softmax,static,iid,CC,1,0.0711,2.345414138031006,1.0845413208007812,1.3258026838302612
softmax,static,iid,CC,2,0.0841,2.3352557846069337,0.9915463328361511,1.239957571029663
softmax,static,iid,CC,3,0.0935,2.3252017162323,0.8887841105461121,1.1755133867263794
softmax,static,iid,CC,4,0.1035,2.3152282024383544,0.8500081896781921,1.153260350227356
softmax,static,iid,CC,5,0.1162,2.3053827777862548,0.7648639678955078,1.1170368194580078
softmax,static,iid,CC,6,0.1269,2.295673197555542,0.6994141340255737,1.0804039239883423
softmax,static,iid,CC,7,0.1394,2.286112545013428,0.6625782251358032,1.0278021097183228
softmax,static,iid,CC,8,0.1514,2.2766669372558592,0.6312259435653687,0.9740062355995178
softmax,static,iid,CC,9,0.1636,2.2672857898712158,0.5955085754394531,0.9489434361457825
softmax,static,iid,CC,10,0.1744,2.2580109455108643,0.577388346195221,0.9068067669868469
softmax,static,iid,CC,11,0.1862,2.2487856105804442,0.5251195430755615,0.9051657915115356
softmax,static,iid,CC,12,0.1974,2.2396561447143553,0.5196139812469482,0.8934471011161804
softmax,static,iid,CC,13,0.2093,2.230612490463257,0.47423163056373596,0.8875154256820679
softmax,static,iid,CC,14,0.2239,2.2216715553283692,0.46149277687072754,0.871520459651947
softmax,static,iid,CC,15,0.237,2.212805675506592,0.454709529876709,0.864395022392273
softmax,static,iid,CC,16,0.2503,2.204040896987915,0.4345516562461853,0.8731569647789001
softmax,static,iid,CC,17,0.2643,2.195365242385864,0.38712385296821594,0.8453629612922668
softmax,static,iid,CC,18,0.2789,2.1867863761901853,0.3137597143650055,0.8512821197509766
softmax,static,iid,CC,19,0.2922,2.178276527404785,0.31247836351394653,0.8597260117530823
softmax,static,iid,CC,20,0.3038,2.169838412094116,0.3268927037715912,0.8696357011795044
softmax,static,iid,CC,21,0.317,2.1614675094604494,0.29115501046180725,0.8704850077629089
softmax,static,iid,CC,22,0.3304,2.1531714878082275,0.26694348454475403,0.8754847645759583
softmax,static,iid,CC,23,0.3438,2.1449548736572264,0.2863553762435913,0.8823158144950867
softmax,static,iid,CC,24,0.3546,2.1367927978515624,0.2631131708621979,0.8673257827758789
softmax,static,iid,CC,25,0.3686,2.1286976219177247,0.29678964614868164,0.8765015602111816
softmax,static,iid,CC,26,0.3801,2.120700201797485,0.30981725454330444,0.894008994102478
softmax,static,iid,CC,27,0.3934,2.112762370300293,0.3505236804485321,0.8943068981170654
softmax,static,iid,CC,28,0.4052,2.1048866092681884,0.31479495763778687,0.8960501551628113
softmax,static,iid,CC,29,0.4155,2.097068634033203,0.2852419912815094,0.8990311622619629
softmax,static,iid,CC,30,0.4276,2.0893025344848635,0.28278475999832153,0.8816699385643005
softmax,static,iid,CC,31,0.4393,2.081604634475708,0.2855873107910156,0.8746975660324097
softmax,static,iid,CC,32,0.4523,2.0739526077270507,0.29127809405326843,0.8530876636505127
softmax,static,iid,CC,33,0.4645,2.0663910537719725,0.2940860688686371,0.8403897881507874
softmax,static,iid,CC,34,0.4769,2.0588627075195314,0.29957470297813416,0.8547419905662537
softmax,static,iid,CC,35,0.4876,2.0513751651763914,0.2977691888809204,0.8591506481170654
softmax,static,iid,CC,36,0.4981,2.0439489238739013,0.3113079071044922,0.8564130663871765
softmax,static,iid,CC,37,0.5088,2.036535129547119,0.3059307336807251,0.8599725365638733
softmax,static,iid,CC,38,0.5189,2.0291868881225588,0.2958289384841919,0.8949798941612244
softmax,static,iid,CC,39,0.5307,2.021861031532288,0.303195059299469,0.9109424352645874
softmax,static,iid,CC,40,0.5427,2.0145760763168337,0.28637775778770447,0.9003654718399048
softmax,static,iid,CC,41,0.5537,2.0073645334243775,0.3088151216506958,0.9112641215324402
softmax,static,iid,CC,42,0.5642,2.0002106517791747,0.2890269458293915,0.906760573387146
softmax,static,iid,CC,43,0.5743,1.9931228591918946,0.2778085470199585,0.9006062746047974
softmax,static,iid,CC,44,0.5862,1.9861137672424316,0.26515722274780273,0.8896446824073792
softmax,static,iid,CC,45,0.5954,1.9791833581924438,0.26153644919395447,0.8965158462524414
softmax,static,iid,CC,46,0.6055,1.9723018339157103,0.27183640003204346,0.8781729936599731
softmax,static,iid,CC,47,0.6155,1.9654691967010498,0.28594499826431274,0.8793929815292358
softmax,static,iid,CC,48,0.6228,1.9586798303604125,0.27467450499534607,0.8646472692489624
softmax,static,iid,CC,49,0.6315,1.9519316970825196,0.28432825207710266,0.8776438236236572
softmax,static,iid,LFighter,0,0.1449,2.272967868041992,1.1753453016281128,1.3941751718521118
softmax,static,iid,LFighter,1,0.1586,2.262198247909546,1.0865731239318848,1.3164609670639038
softmax,static,iid,LFighter,2,0.1768,2.251538566207886,1.0083609819412231,1.2708491086959839
softmax,static,iid,LFighter,3,0.1925,2.240962316894531,0.8841210007667542,1.2086228132247925
softmax,static,iid,LFighter,4,0.2106,2.230466795730591,0.7787306904792786,1.1413402557373047
softmax,static,iid,LFighter,5,0.2312,2.2199861808776857,0.7113609910011292,1.095577359199524
softmax,static,iid,LFighter,6,0.2528,2.2095360748291015,0.6576002240180969,1.0496734380722046
softmax,static,iid,LFighter,7,0.2755,2.199144663619995,0.6010453701019287,1.0270061492919922
softmax,static,iid,LFighter,8,0.2942,2.188893993759155,0.5457914471626282,0.9808118939399719
softmax,static,iid,LFighter,9,0.3143,2.178714780044556,0.49816495180130005,0.9688915014266968
softmax,static,iid,LFighter,10,0.3351,2.168600225067139,0.4715765416622162,0.9438958168029785
softmax,static,iid,LFighter,11,0.3544,2.1585551372528076,0.44115355610847473,0.9125632643699646
softmax,static,iid,LFighter,12,0.3735,2.1485644493103027,0.4204135835170746,0.9082183241844177
softmax,static,iid,LFighter,13,0.3902,2.1386464389801025,0.39530646800994873,0.8989061117172241
softmax,static,iid,LFighter,14,0.4073,2.128799125289917,0.40436044335365295,0.8820437788963318
softmax,static,iid,LFighter,15,0.4236,2.11905962600708,0.3580408990383148,0.8749089241027832
softmax,static,iid,LFighter,16,0.4392,2.109406812286377,0.339137464761734,0.8822518587112427
softmax,static,iid,LFighter,17,0.4543,2.099783575820923,0.35414689779281616,0.886439859867096
softmax,static,iid,LFighter,18,0.4687,2.0902234031677245,0.33001065254211426,0.8897849321365356
softmax,static,iid,LFighter,19,0.4817,2.0807749046325683,0.31536588072776794,0.8797187209129333
softmax,static,iid,LFighter,20,0.4936,2.0713399547576903,0.2967592179775238,0.8734836578369141
softmax,static,iid,LFighter,21,0.5049,2.062005434989929,0.2886427342891693,0.8558750152587891
softmax,static,iid,LFighter,22,0.5163,2.052740603065491,0.28667470812797546,0.8670405745506287
softmax,static,iid,LFighter,23,0.5263,2.043573729133606,0.30244138836860657,0.877358078956604
softmax,static,iid,LFighter,24,0.5358,2.034447946166992,0.2974148690700531,0.8662867546081543
softmax,static,iid,LFighter,25,0.5455,2.0253845010757447,0.29861700534820557,0.8793668150901794
softmax,static,iid,LFighter,26,0.5525,2.0164083742141723,0.2962436378002167,0.8925715088844299
softmax,static,iid,LFighter,27,0.5621,2.007496533203125,0.28568461537361145,0.8933501839637756
softmax,static,iid,LFighter,28,0.5698,1.998634555053711,0.3084927797317505,0.8797581791877747
softmax,static,iid,LFighter,29,0.5785,1.9898602676391601,0.30300286412239075,0.8614059090614319
softmax,static,iid,LFighter,30,0.5854,1.9811299390792847,0.298075795173645,0.8580076694488525
softmax,static,iid,LFighter,31,0.5937,1.972476985359192,0.3051847815513611,0.8650305867195129
softmax,static,iid,LFighter,32,0.5984,1.9638619045257568,0.29545271396636963,0.8591864705085754
softmax,static,iid,LFighter,33,0.6052,1.9552999816894532,0.2953391969203949,0.8538516163825989
softmax,static,iid,LFighter,34,0.6113,1.946851981163025,0.2919008433818817,0.8518595099449158
softmax,static,iid,LFighter,35,0.6161,1.9384988161087036,0.30164867639541626,0.8600150942802429
softmax,static,iid,LFighter,36,0.6223,1.9302213634490968,0.30936866998672485,0.8899968862533569
softmax,static,iid,LFighter,37,0.6269,1.9219790773391723,0.2997938096523285,0.8820801377296448
softmax,static,iid,LFighter,38,0.6317,1.9137885391235352,0.3012710213661194,0.8600504398345947
softmax,static,iid,LFighter,39,0.6372,1.9056626110076904,0.2907271981239319,0.8715773820877075
softmax,static,iid,LFighter,40,0.6416,1.897579970932007,0.288038969039917,0.8923207521438599
softmax,static,iid,LFighter,41,0.6465,1.8895942247390747,0.2741374969482422,0.8758087754249573
softmax,static,iid,LFighter,42,0.6512,1.881689418411255,0.32240620255470276,0.8906616568565369
softmax,static,iid,LFighter,43,0.6553,1.8738247999191284,0.2889378070831299,0.8801893591880798
softmax,static,iid,LFighter,44,0.6598,1.8660268102645874,0.3001870810985565,0.8901023268699646
softmax,static,iid,LFighter,45,0.6636,1.8582885976791381,0.27829447388648987,0.9069209694862366
softmax,static,iid,LFighter,46,0.667,1.8505827053070067,0.28575533628463745,0.918760359287262
softmax,static,iid,LFighter,47,0.6721,1.8429018123626708,0.2987721562385559,0.9218966364860535
softmax,static,iid,LFighter,48,0.6778,1.83524781665802,0.3021199703216553,0.9265059232711792
softmax,static,iid,LFighter,49,0.6817,1.8276671476364135,0.3196543753147125,0.9171183705329895
softmax,static,dirichlet,Mean,0,0.0965,2.346720023727417,2.979313850402832,2.468200445175171
softmax,static,dirichlet,Mean,1,0.1098,2.3372177665710447,2.865818977355957,2.3642706871032715
softmax,static,dirichlet,Mean,2,0.1214,2.3279090160369873,2.7887136936187744,2.306878089904785
softmax,static,dirichlet,Mean,3,0.1298,2.31877282371521,2.7855265140533447,2.244762897491455
softmax,static,dirichlet,Mean,4,0.1393,2.3097549808502196,2.711165189743042,2.1837897300720215
softmax,static,dirichlet,Mean,5,0.1482,2.300780630493164,2.6676173210144043,2.103687047958374
softmax,static,dirichlet,Mean,6,0.1567,2.2918789894104004,2.6602258682250977,2.072099447250366
softmax,static,dirichlet,Mean,7,0.1658,2.2830567848205567,2.628382682800293,2.051654815673828
softmax,static,dirichlet,Mean,8,0.1751,2.274389493179321,2.555220365524292,2.059393882751465
softmax,static,dirichlet,Mean,9,0.1847,2.2657841361999513,2.5182533264160156,2.0130972862243652
softmax,static,dirichlet,Mean,10,0.195,2.2572594345092774,2.4278881549835205,1.9775059223175049
softmax,static,dirichlet,Mean,11,0.2067,2.2487769264221193,2.3442370891571045,1.9943939447402954
softmax,static,dirichlet,Mean,12,0.2196,2.240425228881836,2.359750986099243,1.9507958889007568
softmax,static,dirichlet,Mean,13,0.2315,2.232104688644409,2.3228049278259277,1.9198259115219116
softmax,static,dirichlet,Mean,14,0.2465,2.223906714630127,2.32340669631958,1.9131293296813965
softmax,static,dirichlet,Mean,15,0.2594,2.215828437805176,2.2972118854522705,1.9510923624038696
softmax,static,dirichlet,Mean,16,0.2737,2.2078102294921873,2.2463231086730957,1.9510817527770996
softmax,static,dirichlet,Mean,17,0.2895,2.1998799266815188,2.2405831813812256,1.9543763399124146
softmax,static,dirichlet,Mean,18,0.3036,2.192012760543823,2.2498674392700195,1.9190791845321655
softmax,static,dirichlet,Mean,19,0.3147,2.184233975601196,2.2315711975097656,1.935225009918213
softmax,static,dirichlet,Mean,20,0.3261,2.176542287826538,2.2673227787017822,1.9242262840270996
softmax,static,dirichlet,Mean,21,0.3362,2.168922137069702,2.270235061645508,1.9601435661315918
softmax,static,dirichlet,Mean,22,0.345,2.161376719284058,2.262741804122925,1.9358028173446655
softmax,static,dirichlet,Mean,23,0.3524,2.153908945465088,2.2230358123779297,1.9174283742904663
softmax,static,dirichlet,Mean,24,0.3591,2.146496558380127,2.231025457382202,1.9240062236785889
softmax,static,dirichlet,Mean,25,0.3673,2.1391126125335695,2.243411064147949,1.9183679819107056
softmax,static,dirichlet,Mean,26,0.3724,2.1317301593780518,2.272423267364502,1.9094364643096924
softmax,static,dirichlet,Mean,27,0.3775,2.1243842559814454,2.2935097217559814,1.9178003072738647
softmax,static,dirichlet,Mean,28,0.3842,2.117091209411621,2.2689905166625977,1.892270803451538
softmax,static,dirichlet,Mean,29,0.3904,2.1098778911590577,2.2508304119110107,1.8965840339660645
softmax,static,dirichlet,Mean,30,0.3955,2.1027133979797363,2.209892749786377,1.868682622909546
softmax,static,dirichlet,Mean,31,0.4009,2.095587077331543,2.1935317516326904,1.8719689846038818
softmax,static,dirichlet,Mean,32,0.4064,2.0885168617248535,2.2394566535949707,1.835404634475708
softmax,static,dirichlet,Mean,33,0.4138,2.0814478157043457,2.2625088691711426,1.8191763162612915
softmax,static,dirichlet,Mean,34,0.4188,2.074467155075073,2.2897462844848633,1.7996717691421509
softmax,static,dirichlet,Mean,35,0.4243,2.0675577232360838,2.31135630607605,1.8261529207229614
softmax,static,dirichlet,Mean,36,0.4291,2.0606968353271484,2.2867164611816406,1.8517506122589111
softmax,static,dirichlet,Mean,37,0.4341,2.0538751068115233,2.2651212215423584,1.8381657600402832
softmax,static,dirichlet,Mean,38,0.4385,2.047107938957214,2.270430326461792,1.8714702129364014
softmax,static,dirichlet,Mean,39,0.4452,2.0403840309143066,2.257375478744507,1.834559679031372
softmax,static,dirichlet,Mean,40,0.4502,2.03369748134613,2.265005588531494,1.800044059753418
softmax,static,dirichlet,Mean,41,0.4551,2.0270632162094118,2.2348711490631104,1.8007173538208008
softmax,static,dirichlet,Mean,42,0.4599,2.02046059551239,2.2024524211883545,1.7689439058303833
softmax,static,dirichlet,Mean,43,0.4648,2.0139113761901855,2.139047861099243,1.7471035718917847
softmax,static,dirichlet,Mean,44,0.4705,2.0073665493011474,2.1390037536621094,1.7734907865524292
