Model,Attack,Partition,Aggregator,Iteration,Metric,Mean,CI
softmax,static,noniid,Mean,1,xi,7.605795860290527,0.02623097412288189
softmax,static,noniid,Mean,0,A,5.5638813972473145,0.05863405391573906
softmax,static,noniid,Mean,1,A,5.540027141571045,0.01721254363656044
softmax,static,noniid,Mean,0,variance,0.00486016133800149,5.242344559519552e-05
softmax,static,noniid,Mean,1,variance,0.004831443540751934,5.1523977163014933e-05
softmax,static,noniid,TriMean,0,accs,0.08130000000000001,0.0041159999999999955
softmax,static,noniid,TriMean,1,accs,0.08145,0.004213999999999997
softmax,static,noniid,TriMean,0,losses,2.3195177587509157,0.033365077293395856
softmax,static,noniid,TriMean,1,losses,2.317964305114746,0.03314462925720216
softmax,static,noniid,TriMean,0,xi,7.361429214477539,0.1513684242963791
softmax,static,noniid,TriMean,1,xi,7.390190124511719,0.12211915105581284
softmax,static,noniid,TriMean,0,A,5.624070167541504,0.1509328931570053
softmax,static,noniid,TriMean,1,A,5.602357387542725,0.15689237415790558
softmax,static,noniid,TriMean,0,variance,0.004813606385141611,0.00015787909796927124
softmax,static,noniid,TriMean,1,variance,0.004807637073099613,0.00011921180703211576
softmax,static,noniid,CC,0,accs,0.10064999999999999,0.04537399999999999
softmax,static,noniid,CC,1,accs,0.1086,0.06056400000000001
softmax,static,noniid,CC,0,losses,2.3112578964233395,0.018784458343505794
softmax,static,noniid,CC,1,losses,2.3029812534332272,0.019250389755248783
softmax,static,noniid,CC,0,xi,7.299067497253418,0.26703977584838867
softmax,static,noniid,CC,1,xi,7.326849460601807,0.27428945899009705
softmax,static,noniid,CC,0,A,5.606497764587402,0.17126420140266418
softmax,static,noniid,CC,1,A,5.601391792297363,0.16378645598888397
softmax,static,noniid,CC,0,variance,0.004930427763611078,5.353601591195911e-05
softmax,static,noniid,CC,1,variance,0.004915142431855202,6.158736505312845e-05
softmax,static,noniid,FABA,0,accs,0.06795,0.01950199999999999
softmax,static,noniid,FABA,1,accs,0.07375000000000001,0.022050000000000007
softmax,static,noniid,FABA,0,losses,2.349350288772583,0.022819133865356563
softmax,static,noniid,FABA,1,losses,2.3421377576828,0.023466351295470953
softmax,static,noniid,FABA,0,xi,7.328084945678711,0.13144554197788239
softmax,static,noniid,FABA,1,xi,7.369295120239258,0.09576481580734253
softmax,static,noniid,FABA,0,A,5.976313591003418,0.101657934486866
softmax,static,noniid,FABA,1,A,5.8979668617248535,0.09805178642272949
softmax,static,noniid,FABA,0,variance,0.004846991039812565,3.0361297831404954e-05
softmax,static,noniid,FABA,1,variance,0.0048358747735619545,1.3531177501135971e-05
softmax,static,noniid,LFighter,0,accs,0.11515,0.0026460000000000077
softmax,static,noniid,LFighter,1,accs,0.13285000000000002,0.011661999999999994
softmax,static,noniid,LFighter,0,losses,2.31794953250885,0.010698388786315885
softmax,static,noniid,LFighter,1,losses,2.3106886894226073,0.011405919372558398
softmax,static,noniid,LFighter,0,xi,7.536038398742676,0.1842612475156784
softmax,static,noniid,LFighter,1,xi,7.531124114990234,0.18213827908039093
softmax,static,noniid,LFighter,0,A,5.598239898681641,0.14723093807697296
softmax,static,noniid,LFighter,1,A,5.6188645362854,0.12344488501548767
softmax,static,noniid,LFighter,0,variance,0.004812097176909447,6.923029286554083e-05
softmax,static,noniid,LFighter,1,variance,0.004803691059350967,5.103431612951681e-05
