dataset,n_clients,trial,partition_method,frac_one_class,mean_unique_classes,mean_entropy
digits,75,18,Dirichlet (α=10.0),0.0,9.986666666666666,0.974485256024733
digits,75,18,Dirichlet (α=1.0),0.0,8.346666666666666,0.8141233098881486
digits,75,18,Dirichlet (α=0.5),0.013333333333333334,7.1066666666666665,0.6954603579092875
digits,75,18,Dirichlet (α=0.1),0.2,3.6666666666666665,0.3050037547828334
digits,75,18,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,19,IID,0.0,9.253333333333334,0.9109713648395003
digits,75,19,Dirichlet (α=10.0),0.0,9.906666666666666,0.9718379921973492
digits,75,19,Dirichlet (α=1.0),0.0,8.213333333333333,0.8095355543002222
digits,75,19,Dirichlet (α=0.5),0.0,7.213333333333333,0.7192196565983041
digits,75,19,Dirichlet (α=0.1),0.12,3.8266666666666667,0.3645597248644286
digits,75,19,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,20,IID,0.0,9.066666666666666,0.903465610007136
digits,75,20,Dirichlet (α=10.0),0.0,9.96,0.9760151771753908
digits,75,20,Dirichlet (α=1.0),0.0,8.173333333333334,0.8134666743127384
digits,75,20,Dirichlet (α=0.5),0.013333333333333334,7.1066666666666665,0.702892869442691
digits,75,20,Dirichlet (α=0.1),0.16,3.973333333333333,0.3624988557384822
digits,75,20,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,21,IID,0.0,9.2,0.9022894954680176
digits,75,21,Dirichlet (α=10.0),0.0,9.906666666666666,0.972070659198581
digits,75,21,Dirichlet (α=1.0),0.0,8.28,0.8142339338379251
digits,75,21,Dirichlet (α=0.5),0.0,7.04,0.6931816528353808
digits,75,21,Dirichlet (α=0.1),0.21333333333333335,3.8933333333333335,0.35350233409355514
digits,75,21,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,22,IID,0.0,9.2,0.908670161829728
digits,75,22,Dirichlet (α=10.0),0.0,9.986666666666666,0.9768036629138055
digits,75,22,Dirichlet (α=1.0),0.0,8.213333333333333,0.8120996045665233
digits,75,22,Dirichlet (α=0.5),0.0,7.213333333333333,0.7182611504629407
digits,75,22,Dirichlet (α=0.1),0.14666666666666667,3.72,0.30889475269571304
digits,75,22,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,23,IID,0.0,9.12,0.9082303517141211
digits,75,23,Dirichlet (α=10.0),0.0,9.946666666666667,0.9725851813008995
digits,75,23,Dirichlet (α=1.0),0.0,7.973333333333334,0.7876532057773513
digits,75,23,Dirichlet (α=0.5),0.0,7.053333333333334,0.683113608134787
digits,75,23,Dirichlet (α=0.1),0.2,3.84,0.34355718337263
digits,75,23,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,24,IID,0.0,9.213333333333333,0.9109614501789441
digits,75,24,Dirichlet (α=10.0),0.0,9.92,0.9740045421303573
digits,75,24,Dirichlet (α=1.0),0.0,8.16,0.8040848721672706
digits,75,24,Dirichlet (α=0.5),0.0,7.24,0.7239035639543406
digits,75,24,Dirichlet (α=0.1),0.13333333333333333,3.76,0.35426826584877047
digits,75,24,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,25,IID,0.0,9.173333333333334,0.9081357436678479
digits,75,25,Dirichlet (α=10.0),0.0,9.92,0.9723104949531369
digits,75,25,Dirichlet (α=1.0),0.0,8.0,0.7935227953936617
digits,75,25,Dirichlet (α=0.5),0.0,7.213333333333333,0.7101510668180547
digits,75,25,Dirichlet (α=0.1),0.14666666666666667,3.8533333333333335,0.35227136725525615
digits,75,25,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,26,IID,0.0,9.226666666666667,0.9061977775232718
digits,75,26,Dirichlet (α=10.0),0.0,9.986666666666666,0.9731387909567271
digits,75,26,Dirichlet (α=1.0),0.0,8.48,0.8278079718357463
digits,75,26,Dirichlet (α=0.5),0.013333333333333334,6.866666666666666,0.6865199244363589
digits,75,26,Dirichlet (α=0.1),0.16,3.68,0.3216970442844111
digits,75,26,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,27,IID,0.0,9.16,0.9033155746648187
digits,75,27,Dirichlet (α=10.0),0.0,9.96,0.9719181976437682
digits,75,27,Dirichlet (α=1.0),0.0,8.146666666666667,0.8102503993411158
digits,75,27,Dirichlet (α=0.5),0.0,7.32,0.7190729990910737
digits,75,27,Dirichlet (α=0.1),0.22666666666666666,3.7466666666666666,0.34479913905230347
digits,75,27,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,28,IID,0.0,9.226666666666667,0.912963243818326
digits,75,28,Dirichlet (α=10.0),0.0,9.88,0.9718226030197958
digits,75,28,Dirichlet (α=1.0),0.0,8.106666666666667,0.798593279150693
digits,75,28,Dirichlet (α=0.5),0.0,7.066666666666666,0.6829716889109545
digits,75,28,Dirichlet (α=0.1),0.14666666666666667,3.84,0.3491334249154439
digits,75,28,Forcé (1 classe/client),1.0,1.0,0.0
digits,75,29,IID,0.0,9.253333333333334,0.9101091666144108
digits,75,29,Dirichlet (α=10.0),0.0,9.986666666666666,0.9766429583798099
digits,75,29,Dirichlet (α=1.0),0.0,8.28,0.8179902488963674
digits,75,29,Dirichlet (α=0.5),0.0,7.04,0.6905858322273984
digits,75,29,Dirichlet (α=0.1),0.09333333333333334,3.76,0.346508517335405
digits,75,29,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,0,IID,0.0,8.34,0.8665130230233105
digits,100,0,Dirichlet (α=10.0),0.0,9.63,0.9602343590050125
digits,100,0,Dirichlet (α=1.0),0.0,7.81,0.7980799732038425
digits,100,0,Dirichlet (α=0.5),0.01,6.73,0.6906195063817734
digits,100,0,Dirichlet (α=0.1),0.17,3.44,0.31958808149701123
digits,100,0,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,1,IID,0.0,8.29,0.862877779356491
digits,100,1,Dirichlet (α=10.0),0.0,9.68,0.9626255012813704
digits,100,1,Dirichlet (α=1.0),0.01,7.68,0.781349828213457
digits,100,1,Dirichlet (α=0.5),0.01,6.56,0.665026346191227
digits,100,1,Dirichlet (α=0.1),0.23,3.6,0.3138093381071638
digits,100,1,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,2,IID,0.0,8.58,0.8808651241195631
digits,100,2,Dirichlet (α=10.0),0.0,9.62,0.9596710349052922
digits,100,2,Dirichlet (α=1.0),0.0,7.99,0.8102914503306698
digits,100,2,Dirichlet (α=0.5),0.0,6.86,0.6934069215304013
digits,100,2,Dirichlet (α=0.1),0.18,3.7,0.3556939356563473
digits,100,2,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,3,IID,0.0,8.48,0.8764027562697398
digits,100,3,Dirichlet (α=10.0),0.0,9.74,0.9649395396217016
digits,100,3,Dirichlet (α=1.0),0.0,7.69,0.7887853144938378
digits,100,3,Dirichlet (α=0.5),0.02,6.88,0.7040307096588135
digits,100,3,Dirichlet (α=0.1),0.26,3.53,0.30972040715825205
digits,100,3,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,4,IID,0.0,8.49,0.8695477090184415
digits,100,4,Dirichlet (α=10.0),0.0,9.73,0.9668902105242806
digits,100,4,Dirichlet (α=1.0),0.0,7.78,0.7870342471285405
digits,100,4,Dirichlet (α=0.5),0.01,6.69,0.6787806250393456
digits,100,4,Dirichlet (α=0.1),0.2,3.52,0.31477385250988144
digits,100,4,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,5,IID,0.0,8.54,0.8754452429926044
digits,100,5,Dirichlet (α=10.0),0.0,9.76,0.9678945914894728
digits,100,5,Dirichlet (α=1.0),0.0,7.78,0.787231731026986
digits,100,5,Dirichlet (α=0.5),0.01,6.96,0.7023915382074988
digits,100,5,Dirichlet (α=0.1),0.14,3.54,0.35069246514876945
digits,100,5,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,6,IID,0.0,8.39,0.8644501998799945
digits,100,6,Dirichlet (α=10.0),0.0,9.75,0.9690773261780745
digits,100,6,Dirichlet (α=1.0),0.0,7.7,0.7872889989935988
digits,100,6,Dirichlet (α=0.5),0.0,6.73,0.6866682669143712
digits,100,6,Dirichlet (α=0.1),0.15,3.42,0.31775357851167724
digits,100,6,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,7,IID,0.0,8.47,0.8705956692114293
digits,100,7,Dirichlet (α=10.0),0.0,9.67,0.9626847018314568
digits,100,7,Dirichlet (α=1.0),0.0,7.59,0.7734729821288636
digits,100,7,Dirichlet (α=0.5),0.0,6.63,0.6780878100324712
digits,100,7,Dirichlet (α=0.1),0.22,3.65,0.33263125878179467
digits,100,7,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,8,IID,0.0,8.57,0.8807386231972926
digits,100,8,Dirichlet (α=10.0),0.0,9.76,0.9676161930744515
digits,100,8,Dirichlet (α=1.0),0.0,7.66,0.7856569942021312
digits,100,8,Dirichlet (α=0.5),0.01,6.71,0.696582470829489
digits,100,8,Dirichlet (α=0.1),0.2,3.65,0.34318790597487864
digits,100,8,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,9,IID,0.0,8.66,0.8819984269345841
digits,100,9,Dirichlet (α=10.0),0.0,9.66,0.9620465822750154
digits,100,9,Dirichlet (α=1.0),0.0,7.84,0.8028436526870947
digits,100,9,Dirichlet (α=0.5),0.01,6.6,0.6675571619042906
digits,100,9,Dirichlet (α=0.1),0.24,3.28,0.2901132722006845
digits,100,9,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,10,IID,0.0,8.52,0.8747591480582705
digits,100,10,Dirichlet (α=10.0),0.0,9.7,0.9657076768623197
digits,100,10,Dirichlet (α=1.0),0.0,7.62,0.7901359047153145
digits,100,10,Dirichlet (α=0.5),0.01,6.63,0.6703834873141865
digits,100,10,Dirichlet (α=0.1),0.22,3.34,0.2997997828331628
digits,100,10,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,11,IID,0.0,8.68,0.8819352546044833
digits,100,11,Dirichlet (α=10.0),0.0,9.76,0.9669391392467966
digits,100,11,Dirichlet (α=1.0),0.0,7.55,0.76989861690712
digits,100,11,Dirichlet (α=0.5),0.0,6.68,0.6821099193235838
digits,100,11,Dirichlet (α=0.1),0.19,3.68,0.33926424607649663
digits,100,11,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,12,IID,0.0,8.54,0.8760237307757691
digits,100,12,Dirichlet (α=10.0),0.0,9.67,0.96192700318703
digits,100,12,Dirichlet (α=1.0),0.0,7.65,0.7795059181802836
digits,100,12,Dirichlet (α=0.5),0.02,6.72,0.6839666528291007
digits,100,12,Dirichlet (α=0.1),0.22,3.49,0.3134398085039981
digits,100,12,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,13,IID,0.0,8.68,0.8789031379519412
digits,100,13,Dirichlet (α=10.0),0.0,9.73,0.9666051000942538
digits,100,13,Dirichlet (α=1.0),0.0,7.64,0.7833568491293528
digits,100,13,Dirichlet (α=0.5),0.0,6.65,0.677897651451488
digits,100,13,Dirichlet (α=0.1),0.21,3.62,0.33154822607645573
digits,100,13,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,14,IID,0.0,8.48,0.8707817332883501
digits,100,14,Dirichlet (α=10.0),0.0,9.78,0.9681164806496626
digits,100,14,Dirichlet (α=1.0),0.0,7.82,0.7935321765767978
digits,100,14,Dirichlet (α=0.5),0.01,6.55,0.6634468891557038
digits,100,14,Dirichlet (α=0.1),0.15,3.7,0.33916726756723825
digits,100,14,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,15,IID,0.0,8.46,0.8738710956733555
digits,100,15,Dirichlet (α=10.0),0.0,9.66,0.9622797750858028
digits,100,15,Dirichlet (α=1.0),0.0,7.76,0.7874526805375277
digits,100,15,Dirichlet (α=0.5),0.01,6.52,0.6687794893139487
digits,100,15,Dirichlet (α=0.1),0.25,3.48,0.32945301460742726
digits,100,15,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,16,IID,0.0,8.44,0.8730597320251239
digits,100,16,Dirichlet (α=10.0),0.0,9.72,0.9676068970336914
digits,100,16,Dirichlet (α=1.0),0.0,7.76,0.7884106769468354
digits,100,16,Dirichlet (α=0.5),0.0,6.76,0.687814654894944
digits,100,16,Dirichlet (α=0.1),0.16,3.52,0.3278959464461804
digits,100,16,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,17,IID,0.0,8.53,0.8778741934299863
digits,100,17,Dirichlet (α=10.0),0.0,9.78,0.9685428679899039
digits,100,17,Dirichlet (α=1.0),0.0,7.72,0.7879856773453288
digits,100,17,Dirichlet (α=0.5),0.0,6.52,0.6620978064115475
digits,100,17,Dirichlet (α=0.1),0.27,3.49,0.30291408414893906
digits,100,17,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,18,IID,0.0,8.47,0.8709106577347603
digits,100,18,Dirichlet (α=10.0),0.0,9.75,0.9675823069541084
digits,100,18,Dirichlet (α=1.0),0.0,7.72,0.7861319640395499
digits,100,18,Dirichlet (α=0.5),0.01,6.73,0.6717405427523744
digits,100,18,Dirichlet (α=0.1),0.23,3.64,0.3401685936323712
digits,100,18,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,19,IID,0.0,8.53,0.8746282456999858
digits,100,19,Dirichlet (α=10.0),0.0,9.78,0.9692220737068367
digits,100,19,Dirichlet (α=1.0),0.0,7.8,0.7930524915076274
digits,100,19,Dirichlet (α=0.5),0.01,6.6,0.6675025634344149
digits,100,19,Dirichlet (α=0.1),0.19,3.62,0.35232119092842806
digits,100,19,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,20,IID,0.0,8.5,0.8714849416087138
digits,100,20,Dirichlet (α=10.0),0.0,9.73,0.9660700245531451
digits,100,20,Dirichlet (α=1.0),0.0,7.61,0.7763428126944868
digits,100,20,Dirichlet (α=0.5),0.02,6.59,0.6682186958463632
digits,100,20,Dirichlet (α=0.1),0.14,3.87,0.3681024430977034
digits,100,20,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,21,IID,0.0,8.49,0.8734624586504784
digits,100,21,Dirichlet (α=10.0),0.0,9.75,0.9672502971744967
digits,100,21,Dirichlet (α=1.0),0.01,7.69,0.7815307224569402
digits,100,21,Dirichlet (α=0.5),0.01,6.49,0.6635336728994209
digits,100,21,Dirichlet (α=0.1),0.19,3.44,0.3074577821198121
digits,100,21,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,22,IID,0.0,8.42,0.8689849467480384
digits,100,22,Dirichlet (α=10.0),0.0,9.79,0.9696527198781654
digits,100,22,Dirichlet (α=1.0),0.0,7.54,0.773611934992229
digits,100,22,Dirichlet (α=0.5),0.0,6.65,0.675115908716112
digits,100,22,Dirichlet (α=0.1),0.14,3.62,0.3322767672691561
digits,100,22,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,23,IID,0.0,8.66,0.8839959502432109
digits,100,23,Dirichlet (α=10.0),0.0,9.72,0.9640886483718927
digits,100,23,Dirichlet (α=1.0),0.0,7.51,0.7765622252459599
digits,100,23,Dirichlet (α=0.5),0.0,6.82,0.6983575612603643
digits,100,23,Dirichlet (α=0.1),0.22,3.42,0.3077283844834296
digits,100,23,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,24,IID,0.0,8.63,0.882491398152657
digits,100,24,Dirichlet (α=10.0),0.0,9.78,0.9680730036470012
digits,100,24,Dirichlet (α=1.0),0.0,7.68,0.7879620445269124
digits,100,24,Dirichlet (α=0.5),0.01,6.68,0.6805961988994044
digits,100,24,Dirichlet (α=0.1),0.19,3.51,0.3205533379495991
digits,100,24,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,25,IID,0.0,8.4,0.8659761708598418
digits,100,25,Dirichlet (α=10.0),0.0,9.74,0.9663195490002976
digits,100,25,Dirichlet (α=1.0),0.0,7.88,0.8043701885273158
digits,100,25,Dirichlet (α=0.5),0.01,6.62,0.671992355093088
digits,100,25,Dirichlet (α=0.1),0.23,3.32,0.290817455600801
digits,100,25,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,26,IID,0.0,8.53,0.8740971843308626
digits,100,26,Dirichlet (α=10.0),0.0,9.74,0.9668751132793301
digits,100,26,Dirichlet (α=1.0),0.0,7.55,0.772625216989988
digits,100,26,Dirichlet (α=0.5),0.02,6.7,0.6767348061788947
digits,100,26,Dirichlet (α=0.1),0.19,3.38,0.30899925039231074
digits,100,26,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,27,IID,0.0,8.56,0.877709572479197
digits,100,27,Dirichlet (α=10.0),0.0,9.75,0.967051600801797
digits,100,27,Dirichlet (α=1.0),0.0,7.74,0.7971740001390528
digits,100,27,Dirichlet (α=0.5),0.03,6.76,0.6813016646275812
digits,100,27,Dirichlet (α=0.1),0.16,3.55,0.32271130783860874
digits,100,27,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,28,IID,0.0,8.49,0.8757045338643017
digits,100,28,Dirichlet (α=10.0),0.0,9.74,0.9663108970662685
digits,100,28,Dirichlet (α=1.0),0.0,7.78,0.7913570253598969
digits,100,28,Dirichlet (α=0.5),0.03,6.79,0.683939695120242
digits,100,28,Dirichlet (α=0.1),0.21,3.56,0.3385938644674961
digits,100,28,Forcé (1 classe/client),1.0,1.0,0.0
digits,100,29,IID,0.0,8.53,0.8759516171713906
digits,100,29,Dirichlet (α=10.0),0.0,9.72,0.9664592629384046
digits,100,29,Dirichlet (α=1.0),0.0,7.66,0.7803077877996073
digits,100,29,Dirichlet (α=0.5),0.01,6.89,0.6942646481599106
digits,100,29,Dirichlet (α=0.1),0.16,3.74,0.35140010945235267
digits,100,29,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,0,IID,0.0,3.0,0.97349043676615
iris,5,0,Dirichlet (α=10.0),0.0,3.0,0.9636447742067802
iris,5,0,Dirichlet (α=1.0),0.0,2.8,0.8393128984792602
iris,5,0,Dirichlet (α=0.5),0.0,2.8,0.7570770862766028
iris,5,0,Dirichlet (α=0.1),0.0,1.8,0.32611770927952927
iris,5,0,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,1,IID,0.0,3.0,0.9753456139278219
iris,5,1,Dirichlet (α=10.0),0.0,3.0,0.9881842354623915
iris,5,1,Dirichlet (α=1.0),0.0,3.0,0.9235304845710115
iris,5,1,Dirichlet (α=0.5),0.0,2.8,0.6641104710218476
iris,5,1,Dirichlet (α=0.1),0.4,1.4,0.29026359329995677
iris,5,1,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,2,IID,0.0,3.0,0.9882051558410513
iris,5,2,Dirichlet (α=10.0),0.0,3.0,0.9564802112512887
iris,5,2,Dirichlet (α=1.0),0.0,3.0,0.8264024489427527
iris,5,2,Dirichlet (α=0.5),0.0,2.8,0.7839408277009505
iris,5,2,Dirichlet (α=0.1),0.4,1.8,0.20440514141309576
iris,5,2,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,3,IID,0.0,3.0,0.9768263448728339
iris,5,3,Dirichlet (α=10.0),0.0,3.0,0.9845770002392552
iris,5,3,Dirichlet (α=1.0),0.0,3.0,0.8154983522953267
iris,5,3,Dirichlet (α=0.5),0.0,2.8,0.8554840321868031
iris,5,3,Dirichlet (α=0.1),0.4,1.6,0.12065827989148363
iris,5,3,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,4,IID,0.0,3.0,0.9902927989782796
iris,5,4,Dirichlet (α=10.0),0.0,3.0,0.990038203606755
iris,5,4,Dirichlet (α=1.0),0.0,2.8,0.6639004813534857
iris,5,4,Dirichlet (α=0.5),0.0,2.8,0.7637189450537732
iris,5,4,Dirichlet (α=0.1),0.4,1.8,0.36251991274509066
iris,5,4,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,5,IID,0.0,3.0,0.9703411670776111
iris,5,5,Dirichlet (α=10.0),0.0,3.0,0.9846351205656017
iris,5,5,Dirichlet (α=1.0),0.0,3.0,0.8036703692600022
iris,5,5,Dirichlet (α=0.5),0.2,2.6,0.6269920906416742
iris,5,5,Dirichlet (α=0.1),0.4,1.4,0.1572267481907631
iris,5,5,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,6,IID,0.0,3.0,0.9900168970877914
iris,5,6,Dirichlet (α=10.0),0.0,3.0,0.9678340338592507
iris,5,6,Dirichlet (α=1.0),0.0,3.0,0.7965430696697934
iris,5,6,Dirichlet (α=0.5),0.0,2.8,0.7553399841918997
iris,5,6,Dirichlet (α=0.1),0.2,1.8,0.4069849080278736
iris,5,6,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,7,IID,0.0,3.0,0.9800649802001388
iris,5,7,Dirichlet (α=10.0),0.0,3.0,0.9892341412791918
iris,5,7,Dirichlet (α=1.0),0.0,3.0,0.8752626167700873
iris,5,7,Dirichlet (α=0.5),0.0,3.0,0.771550254366691
iris,5,7,Dirichlet (α=0.1),0.6,1.6,0.2944178450007352
iris,5,7,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,8,IID,0.0,3.0,0.9831869532251567
iris,5,8,Dirichlet (α=10.0),0.0,3.0,0.9842476899728716
iris,5,8,Dirichlet (α=1.0),0.0,3.0,0.8389153518948724
iris,5,8,Dirichlet (α=0.5),0.0,2.8,0.5399578875004538
iris,5,8,Dirichlet (α=0.1),0.4,2.2,0.5181686600941809
iris,5,8,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,9,IID,0.0,3.0,0.9913976440241166
iris,5,9,Dirichlet (α=10.0),0.0,3.0,0.9879730056015774
iris,5,9,Dirichlet (α=1.0),0.0,3.0,0.7913624353805833
iris,5,9,Dirichlet (α=0.5),0.0,2.6,0.6474949700370912
iris,5,9,Dirichlet (α=0.1),0.4,2.0,0.33068311348903945
iris,5,9,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,10,IID,0.0,3.0,0.9866838180939583
iris,5,10,Dirichlet (α=10.0),0.0,3.0,0.9862110618078903
iris,5,10,Dirichlet (α=1.0),0.0,2.8,0.667559637015971
iris,5,10,Dirichlet (α=0.5),0.0,2.6,0.7057798657559182
iris,5,10,Dirichlet (α=0.1),0.2,2.0,0.4212699184372456
iris,5,10,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,11,IID,0.0,3.0,0.977375894354649
iris,5,11,Dirichlet (α=10.0),0.0,3.0,0.9743522974586074
iris,5,11,Dirichlet (α=1.0),0.0,3.0,0.7410854054178629
iris,5,11,Dirichlet (α=0.5),0.0,3.0,0.741488552055143
iris,5,11,Dirichlet (α=0.1),0.4,2.0,0.36359179444013895
iris,5,11,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,12,IID,0.0,3.0,0.9797668027832078
iris,5,12,Dirichlet (α=10.0),0.0,3.0,0.9841318584496952
iris,5,12,Dirichlet (α=1.0),0.0,3.0,0.7581046284354045
iris,5,12,Dirichlet (α=0.5),0.0,3.0,0.6392402747817807
iris,5,12,Dirichlet (α=0.1),0.4,1.4,0.32602107717294915
iris,5,12,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,13,IID,0.0,3.0,0.9596757353944302
iris,5,13,Dirichlet (α=10.0),0.0,3.0,0.9882236192528533
iris,5,13,Dirichlet (α=1.0),0.0,3.0,0.8585566736825827
iris,5,13,Dirichlet (α=0.5),0.2,2.6,0.45697208667831213
iris,5,13,Dirichlet (α=0.1),0.2,2.2,0.4559030905969316
iris,5,13,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,14,IID,0.0,3.0,0.9800306165951156
iris,5,14,Dirichlet (α=10.0),0.0,3.0,0.9505138640099545
iris,5,14,Dirichlet (α=1.0),0.0,3.0,0.8792252560256909
iris,5,14,Dirichlet (α=0.5),0.0,2.8,0.44259857143570025
iris,5,14,Dirichlet (α=0.1),0.2,2.4,0.44527647705120643
iris,5,14,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,15,IID,0.0,3.0,0.9865822518773186
iris,5,15,Dirichlet (α=10.0),0.0,3.0,0.9906242526177478
iris,5,15,Dirichlet (α=1.0),0.0,2.6,0.7898371040712685
iris,5,15,Dirichlet (α=0.5),0.0,2.6,0.6397435891111475
iris,5,15,Dirichlet (α=0.1),0.2,2.0,0.5256500402084365
iris,5,15,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,16,IID,0.0,3.0,0.9881422596291267
iris,5,16,Dirichlet (α=10.0),0.0,3.0,0.9694118229699964
iris,5,16,Dirichlet (α=1.0),0.0,3.0,0.8365425354672491
iris,5,16,Dirichlet (α=0.5),0.2,2.6,0.6672064695836365
iris,5,16,Dirichlet (α=0.1),0.0,2.0,0.29613919236804553
iris,5,16,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,17,IID,0.0,3.0,0.9761795226116396
iris,5,17,Dirichlet (α=10.0),0.0,3.0,0.9724443152312375
iris,5,17,Dirichlet (α=1.0),0.0,3.0,0.793910375199122
iris,5,17,Dirichlet (α=0.5),0.0,2.6,0.6697115470402765
iris,5,17,Dirichlet (α=0.1),0.0,1.8,0.43302945894265116
iris,5,17,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,18,IID,0.0,3.0,0.9752690483503332
iris,5,18,Dirichlet (α=10.0),0.0,3.0,0.972693541439237
iris,5,18,Dirichlet (α=1.0),0.0,2.8,0.823524716165265
iris,5,18,Dirichlet (α=0.5),0.0,2.8,0.6803956782359549
iris,5,18,Dirichlet (α=0.1),0.2,1.6,0.349429478175188
iris,5,18,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,19,IID,0.0,3.0,0.96071730737439
iris,5,19,Dirichlet (α=10.0),0.0,3.0,0.9885764805722215
iris,5,19,Dirichlet (α=1.0),0.0,2.8,0.6889345635218055
iris,5,19,Dirichlet (α=0.5),0.0,2.4,0.4761532122417952
iris,5,19,Dirichlet (α=0.1),0.4,1.4,0.2022515259175269
iris,5,19,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,20,IID,0.0,3.0,0.9811373613507012
iris,5,20,Dirichlet (α=10.0),0.0,3.0,0.9576929070462178
iris,5,20,Dirichlet (α=1.0),0.0,3.0,0.7799765334747548
iris,5,20,Dirichlet (α=0.5),0.4,2.2,0.5560027133223352
iris,5,20,Dirichlet (α=0.1),0.4,1.8,0.18412930583418502
iris,5,20,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,21,IID,0.0,3.0,0.9747440509586628
iris,5,21,Dirichlet (α=10.0),0.0,3.0,0.9779919237646293
iris,5,21,Dirichlet (α=1.0),0.0,3.0,0.8443049531303115
iris,5,21,Dirichlet (α=0.5),0.0,2.8,0.7330398538492181
iris,5,21,Dirichlet (α=0.1),0.4,1.6,0.3095607793118345
iris,5,21,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,22,IID,0.0,3.0,0.9807933335672903
iris,5,22,Dirichlet (α=10.0),0.0,3.0,0.9514483457120949
iris,5,22,Dirichlet (α=1.0),0.0,3.0,0.945604153932574
iris,5,22,Dirichlet (α=0.5),0.0,2.6,0.6336581654932376
iris,5,22,Dirichlet (α=0.1),0.2,1.6,0.2862780961117161
iris,5,22,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,23,IID,0.0,3.0,0.9800232883049558
iris,5,23,Dirichlet (α=10.0),0.0,3.0,0.9870900325149936
iris,5,23,Dirichlet (α=1.0),0.0,2.8,0.6721171803550524
iris,5,23,Dirichlet (α=0.5),0.0,2.6,0.7226286264496709
iris,5,23,Dirichlet (α=0.1),0.2,2.2,0.559519263033224
iris,5,23,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,24,IID,0.0,3.0,0.9578395838641445
iris,5,24,Dirichlet (α=10.0),0.0,3.0,0.9714795654854488
iris,5,24,Dirichlet (α=1.0),0.0,3.0,0.7963016566301014
iris,5,24,Dirichlet (α=0.5),0.2,2.2,0.45613271361725716
iris,5,24,Dirichlet (α=0.1),0.2,1.4,0.3431715443850168
iris,5,24,Forcé (1 classe/client),1.0,1.0,0.0
iris,5,25,IID,0.0,3.0,0.9493440806765836
