dataset,n_clients,trial,partition_method,frac_one_class,mean_unique_classes,mean_entropy
iris,50,13,Dirichlet (α=0.1),0.32,0.88,0.15313042652677392
iris,50,13,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,14,IID,0.08,2.14,0.6255661149999864
iris,50,14,Dirichlet (α=10.0),0.14,2.42,0.7351753430362344
iris,50,14,Dirichlet (α=1.0),0.26,1.96,0.5238239499281253
iris,50,14,Dirichlet (α=0.5),0.22,1.66,0.44029251592323065
iris,50,14,Dirichlet (α=0.1),0.42,0.92,0.15597861353379552
iris,50,14,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,15,IID,0.08,2.18,0.6423909084285586
iris,50,15,Dirichlet (α=10.0),0.16,2.28,0.6806481193220233
iris,50,15,Dirichlet (α=1.0),0.14,1.9,0.5374824557213099
iris,50,15,Dirichlet (α=0.5),0.3,1.64,0.4061958562913275
iris,50,15,Dirichlet (α=0.1),0.32,0.78,0.13120668390937842
iris,50,15,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,16,IID,0.04,2.18,0.6487413215714142
iris,50,16,Dirichlet (α=10.0),0.2,2.28,0.6637445993790944
iris,50,16,Dirichlet (α=1.0),0.24,1.76,0.46169008577493587
iris,50,16,Dirichlet (α=0.5),0.32,1.5,0.3492445749635483
iris,50,16,Dirichlet (α=0.1),0.34,0.78,0.14015525562864595
iris,50,16,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,17,IID,0.1,2.02,0.571916528142842
iris,50,17,Dirichlet (α=10.0),0.26,2.18,0.6194573566079484
iris,50,17,Dirichlet (α=1.0),0.3,1.94,0.5069331842648576
iris,50,17,Dirichlet (α=0.5),0.24,1.68,0.44077495258612037
iris,50,17,Dirichlet (α=0.1),0.24,0.96,0.21108977797223286
iris,50,17,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,18,IID,0.1,2.08,0.5971537182857003
iris,50,18,Dirichlet (α=10.0),0.22,2.26,0.6533014140008823
iris,50,18,Dirichlet (α=1.0),0.2,2.02,0.5700991096752955
iris,50,18,Dirichlet (α=0.5),0.3,1.62,0.3960158207650604
iris,50,18,Dirichlet (α=0.1),0.22,1.0,0.2346534646796139
iris,50,18,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,19,IID,0.18,1.94,0.5255661149999864
iris,50,19,Dirichlet (α=10.0),0.12,2.24,0.6785418121435961
iris,50,19,Dirichlet (α=1.0),0.2,1.9,0.5244805411407986
iris,50,19,Dirichlet (α=0.5),0.26,1.56,0.3891253660464988
iris,50,19,Dirichlet (α=0.1),0.3,0.96,0.1830177452328703
iris,50,19,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,20,IID,0.08,2.16,0.6339785117142724
iris,50,20,Dirichlet (α=10.0),0.16,2.26,0.6749333408935928
iris,50,20,Dirichlet (α=1.0),0.28,1.96,0.511896273466277
iris,50,20,Dirichlet (α=0.5),0.22,1.58,0.39731447774547635
iris,50,20,Dirichlet (α=0.1),0.34,0.84,0.13487713596023093
iris,50,20,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,21,IID,0.16,2.12,0.6044528919999891
iris,50,21,Dirichlet (α=10.0),0.18,2.12,0.6246945467508067
iris,50,21,Dirichlet (α=1.0),0.22,1.92,0.5164766919527594
iris,50,21,Dirichlet (α=0.5),0.24,1.82,0.48531163749582895
iris,50,21,Dirichlet (α=0.1),0.28,0.96,0.19598659063964466
iris,50,21,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,22,IID,0.1,2.16,0.6308033051428447
iris,50,22,Dirichlet (α=10.0),0.14,2.22,0.6685024501575063
iris,50,22,Dirichlet (α=1.0),0.16,1.96,0.5534023821266495
iris,50,22,Dirichlet (α=0.5),0.3,1.7,0.41615114323554314
iris,50,22,Dirichlet (α=0.1),0.32,0.82,0.1424794548158806
iris,50,22,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,23,IID,0.14,2.04,0.5739785117142725
iris,50,23,Dirichlet (α=10.0),0.22,2.26,0.6525535399649499
iris,50,23,Dirichlet (α=1.0),0.3,1.8,0.456199733457192
iris,50,23,Dirichlet (α=0.5),0.4,1.64,0.36694546607450973
iris,50,23,Dirichlet (α=0.1),0.4,0.8,0.1254336503510878
iris,50,23,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,24,IID,0.08,2.16,0.6339785117142724
iris,50,24,Dirichlet (α=10.0),0.1,2.38,0.7326739489072195
iris,50,24,Dirichlet (α=1.0),0.28,1.92,0.5049228723079193
iris,50,24,Dirichlet (α=0.5),0.36,1.68,0.3875736203764925
iris,50,24,Dirichlet (α=0.1),0.32,0.8,0.13539545881720066
iris,50,24,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,25,IID,0.06,2.2,0.6539785117142725
iris,50,25,Dirichlet (α=10.0),0.18,2.24,0.6559296330718783
iris,50,25,Dirichlet (α=1.0),0.12,1.88,0.5304488345542665
iris,50,25,Dirichlet (α=0.5),0.22,1.8,0.4666991623386877
iris,50,25,Dirichlet (α=0.1),0.3,0.96,0.1770665527619035
iris,50,25,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,26,IID,0.1,2.16,0.6308033051428447
iris,50,26,Dirichlet (α=10.0),0.18,2.24,0.6539422779147395
iris,50,26,Dirichlet (α=1.0),0.24,1.92,0.5223555520538297
iris,50,26,Dirichlet (α=0.5),0.28,1.74,0.4559829435084438
iris,50,26,Dirichlet (α=0.1),0.38,1.06,0.19677310250202076
iris,50,26,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,27,IID,0.22,2.04,0.5612776854285613
iris,50,27,Dirichlet (α=10.0),0.16,2.16,0.6390573080364538
iris,50,27,Dirichlet (α=1.0),0.34,1.76,0.44300925400604446
iris,50,27,Dirichlet (α=0.5),0.2,1.8,0.48661553226072596
iris,50,27,Dirichlet (α=0.1),0.38,0.9,0.1516754948339279
iris,50,27,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,28,IID,0.06,2.26,0.6792157018571308
iris,50,28,Dirichlet (α=10.0),0.14,2.24,0.6713187237645805
iris,50,28,Dirichlet (α=1.0),0.24,1.94,0.5304218950071433
iris,50,28,Dirichlet (α=0.5),0.26,1.84,0.48660500644724863
iris,50,28,Dirichlet (α=0.1),0.3,0.84,0.1470503088031955
iris,50,28,Forcé (1 classe/client),1.0,1.0,0.0
iris,50,29,IID,0.1,2.14,0.6223909084285586
iris,50,29,Dirichlet (α=10.0),0.18,2.28,0.6687806062863823
iris,50,29,Dirichlet (α=1.0),0.22,1.8,0.4864795430027557
iris,50,29,Dirichlet (α=0.5),0.2,1.6,0.4137367933819613
iris,50,29,Dirichlet (α=0.1),0.28,0.94,0.1898966203596275
iris,50,29,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,0,IID,0.22666666666666666,1.7733333333333334,0.48791900942859373
iris,75,0,Dirichlet (α=10.0),0.05333333333333334,1.8533333333333333,0.5939362913096242
iris,75,0,Dirichlet (α=1.0),0.29333333333333333,1.5466666666666666,0.3969885802805733
iris,75,0,Dirichlet (α=0.5),0.32,1.28,0.29339529118691243
iris,75,0,Dirichlet (α=0.1),0.3466666666666667,0.8,0.14067588755561408
iris,75,0,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,1,IID,0.30666666666666664,1.6933333333333334,0.4374446291428771
iris,75,1,Dirichlet (α=10.0),0.09333333333333334,1.84,0.5717393943809608
iris,75,1,Dirichlet (α=1.0),0.3333333333333333,1.56,0.3893532775703516
iris,75,1,Dirichlet (α=0.5),0.29333333333333333,1.3466666666666667,0.3294439832087677
iris,75,1,Dirichlet (α=0.1),0.24,0.8133333333333334,0.16288037559423282
iris,75,1,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,2,IID,0.37333333333333335,1.6266666666666667,0.39538264557144664
iris,75,2,Dirichlet (α=10.0),0.09333333333333334,1.84,0.5740680770000544
iris,75,2,Dirichlet (α=1.0),0.29333333333333333,1.5466666666666666,0.3959640528764898
iris,75,2,Dirichlet (α=0.5),0.26666666666666666,1.24,0.30598632718859453
iris,75,2,Dirichlet (α=0.1),0.25333333333333335,0.7466666666666667,0.14420015135963746
iris,75,2,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,3,IID,0.37333333333333335,1.6266666666666667,0.39538264557144664
iris,75,3,Dirichlet (α=10.0),0.08,1.9066666666666667,0.6034092288809567
iris,75,3,Dirichlet (α=1.0),0.24,1.5466666666666666,0.4171339394999014
iris,75,3,Dirichlet (α=0.5),0.32,1.44,0.3540341100504942
iris,75,3,Dirichlet (α=0.1),0.30666666666666664,0.84,0.15840816659958873
iris,75,3,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,4,IID,0.21333333333333335,1.7866666666666666,0.4963314061428798
iris,75,4,Dirichlet (α=10.0),0.08,1.8266666666666667,0.5746257578333381
iris,75,4,Dirichlet (α=1.0),0.26666666666666666,1.4533333333333334,0.3731663340964175
iris,75,4,Dirichlet (α=0.5),0.32,1.4533333333333334,0.357544511385199
iris,75,4,Dirichlet (α=0.1),0.28,0.8533333333333334,0.1649132654128463
iris,75,4,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,5,IID,0.32,1.68,0.42903223242859106
iris,75,5,Dirichlet (α=10.0),0.13333333333333333,1.8933333333333333,0.5818479666667183
iris,75,5,Dirichlet (α=1.0),0.14666666666666667,1.52,0.4350875691509708
iris,75,5,Dirichlet (α=0.5),0.30666666666666664,1.4,0.34255238269867
iris,75,5,Dirichlet (α=0.1),0.29333333333333333,0.8533333333333334,0.16643109058342584
iris,75,5,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,6,IID,0.28,1.72,0.4542694225714493
iris,75,6,Dirichlet (α=10.0),0.06666666666666667,1.88,0.5970588157381012
iris,75,6,Dirichlet (α=1.0),0.26666666666666666,1.5733333333333333,0.41728581070024706
iris,75,6,Dirichlet (α=0.5),0.3466666666666667,1.4266666666666667,0.33970342878677745
iris,75,6,Dirichlet (α=0.1),0.21333333333333335,0.8266666666666667,0.18596889102644754
iris,75,6,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,7,IID,0.18666666666666668,1.8133333333333332,0.513156199571452
iris,75,7,Dirichlet (α=10.0),0.10666666666666667,1.8533333333333333,0.5724541326428649
iris,75,7,Dirichlet (α=1.0),0.24,1.6,0.42884285796686505
iris,75,7,Dirichlet (α=0.5),0.26666666666666666,1.4,0.3534076905420328
iris,75,7,Dirichlet (α=0.1),0.24,0.68,0.13055024096898454
iris,75,7,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,8,IID,0.26666666666666666,1.7333333333333334,0.4626818192857354
iris,75,8,Dirichlet (α=10.0),0.12,1.88,0.5804184901429099
iris,75,8,Dirichlet (α=1.0),0.22666666666666666,1.6266666666666667,0.4433201860668704
iris,75,8,Dirichlet (α=0.5),0.24,1.3866666666666667,0.3589159411147259
iris,75,8,Dirichlet (α=0.1),0.29333333333333333,0.76,0.1363782287915119
iris,75,8,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,9,IID,0.37333333333333335,1.6266666666666667,0.39538264557144664
iris,75,9,Dirichlet (α=10.0),0.06666666666666667,1.84,0.5815812676190553
iris,75,9,Dirichlet (α=1.0),0.30666666666666664,1.5466666666666666,0.39215526992415467
iris,75,9,Dirichlet (α=0.5),0.24,1.3466666666666667,0.33869523225068826
iris,75,9,Dirichlet (α=0.1),0.3466666666666667,0.88,0.16637945225752615
iris,75,9,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,10,IID,0.3333333333333333,1.6666666666666667,0.420619835714305
iris,75,10,Dirichlet (α=10.0),0.08,1.8933333333333333,0.5977735540000052
iris,75,10,Dirichlet (α=1.0),0.26666666666666666,1.5466666666666666,0.4054259190209895
iris,75,10,Dirichlet (α=0.5),0.36,1.4933333333333334,0.35824663576223903
iris,75,10,Dirichlet (α=0.1),0.30666666666666664,0.8533333333333334,0.1539226704319231
iris,75,10,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,11,IID,0.38666666666666666,1.6133333333333333,0.3869702488571606
iris,75,11,Dirichlet (α=10.0),0.04,1.8533333333333333,0.5970588157381012
iris,75,11,Dirichlet (α=1.0),0.25333333333333335,1.52,0.3941702734526269
iris,75,11,Dirichlet (α=0.5),0.26666666666666666,1.4266666666666667,0.3667544612704466
iris,75,11,Dirichlet (α=0.1),0.28,0.8133333333333334,0.16499379718205254
iris,75,11,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,12,IID,0.37333333333333335,1.6266666666666667,0.39538264557144664
iris,75,12,Dirichlet (α=10.0),0.06666666666666667,1.8933333333333333,0.6021642201905293
iris,75,12,Dirichlet (α=1.0),0.29333333333333333,1.5333333333333334,0.3988179222890191
iris,75,12,Dirichlet (α=0.5),0.22666666666666666,1.3733333333333333,0.3566230815631666
iris,75,12,Dirichlet (α=0.1),0.28,0.84,0.17220278181203927
iris,75,12,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,13,IID,0.3333333333333333,1.6666666666666667,0.42061983571430495
iris,75,13,Dirichlet (α=10.0),0.06666666666666667,1.8533333333333333,0.5881161485952918
iris,75,13,Dirichlet (α=1.0),0.26666666666666666,1.5866666666666667,0.42439189034212066
iris,75,13,Dirichlet (α=0.5),0.26666666666666666,1.44,0.3666876270482012
iris,75,13,Dirichlet (α=0.1),0.32,0.8266666666666667,0.1518517845282656
iris,75,13,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,14,IID,0.3466666666666667,1.6533333333333333,0.4122074390000188
iris,75,14,Dirichlet (α=10.0),0.04,1.8933333333333333,0.6111068873333387
iris,75,14,Dirichlet (α=1.0),0.21333333333333335,1.44,0.384855890344056
iris,75,14,Dirichlet (α=0.5),0.22666666666666666,1.3866666666666667,0.36104819376453556
iris,75,14,Dirichlet (α=0.1),0.18666666666666668,0.8133333333333334,0.1859274671282568
iris,75,14,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,15,IID,0.29333333333333333,1.7066666666666668,0.4458570258571632
iris,75,15,Dirichlet (α=10.0),0.14666666666666667,1.9066666666666667,0.5825627049286225
iris,75,15,Dirichlet (α=1.0),0.22666666666666666,1.4133333333333333,0.3725039634226421
iris,75,15,Dirichlet (α=0.5),0.26666666666666666,1.32,0.32076880720240486
iris,75,15,Dirichlet (α=0.1),0.36,0.84,0.14961278570650796
iris,75,15,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,16,IID,0.4,1.6,0.37855785214287446
iris,75,16,Dirichlet (α=10.0),0.10666666666666667,1.8666666666666667,0.5780898075238163
iris,75,16,Dirichlet (α=1.0),0.28,1.52,0.39440032802234964
iris,75,16,Dirichlet (α=0.5),0.36,1.4666666666666666,0.34342784131689424
iris,75,16,Dirichlet (α=0.1),0.38666666666666666,0.9066666666666666,0.1623636102358292
iris,75,16,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,17,IID,0.21333333333333335,1.7866666666666666,0.4963314061428798
iris,75,17,Dirichlet (α=10.0),0.05333333333333334,1.9066666666666667,0.6121905612620049
iris,75,17,Dirichlet (α=1.0),0.25333333333333335,1.5733333333333333,0.420784155281969
iris,75,17,Dirichlet (α=0.5),0.29333333333333333,1.3466666666666667,0.32615561648138325
iris,75,17,Dirichlet (α=0.1),0.25333333333333335,0.8,0.15887257764066207
iris,75,17,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,18,IID,0.28,1.72,0.45426942257144937
iris,75,18,Dirichlet (α=10.0),0.05333333333333334,1.84,0.5874014103333877
iris,75,18,Dirichlet (α=1.0),0.26666666666666666,1.56,0.4122572936414465
iris,75,18,Dirichlet (α=0.5),0.25333333333333335,1.24,0.3057983569980622
iris,75,18,Dirichlet (α=0.1),0.24,0.8266666666666667,0.1745116285193035
iris,75,18,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,19,IID,0.28,1.72,0.45426942257144937
iris,75,19,Dirichlet (α=10.0),0.02666666666666667,1.92,0.6258696971904804
iris,75,19,Dirichlet (α=1.0),0.25333333333333335,1.52,0.40094722223250917
iris,75,19,Dirichlet (α=0.5),0.30666666666666664,1.48,0.3710527684066071
iris,75,19,Dirichlet (α=0.1),0.37333333333333335,0.9466666666666667,0.17100875560545262
iris,75,19,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,20,IID,0.22666666666666666,1.7733333333333334,0.48791900942859373
iris,75,20,Dirichlet (α=10.0),0.12,1.8,0.5494633939048181
iris,75,20,Dirichlet (α=1.0),0.25333333333333335,1.52,0.403424345604961
iris,75,20,Dirichlet (α=0.5),0.30666666666666664,1.32,0.3135567425172692
iris,75,20,Dirichlet (α=0.1),0.25333333333333335,0.7866666666666666,0.15210750187260874
iris,75,20,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,21,IID,0.26666666666666666,1.7333333333333334,0.4626818192857355
iris,75,21,Dirichlet (α=10.0),0.09333333333333334,1.8533333333333333,0.5782742753571974
iris,75,21,Dirichlet (α=1.0),0.26666666666666666,1.52,0.39800790034386135
iris,75,21,Dirichlet (α=0.5),0.28,1.3466666666666667,0.3296268170809509
iris,75,21,Dirichlet (α=0.1),0.29333333333333333,0.7733333333333333,0.1360883547667019
iris,75,21,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,22,IID,0.24,1.76,0.4795066127143077
iris,75,22,Dirichlet (α=10.0),0.12,1.9466666666666668,0.6055534436666692
iris,75,22,Dirichlet (α=1.0),0.2,1.52,0.41759140634485076
iris,75,22,Dirichlet (α=0.5),0.37333333333333335,1.3866666666666667,0.31203110498124714
iris,75,22,Dirichlet (α=0.1),0.24,0.8,0.16101218851696356
iris,75,22,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,23,IID,0.37333333333333335,1.6266666666666667,0.39538264557144664
iris,75,23,Dirichlet (α=10.0),0.05333333333333334,1.84,0.5859719338095792
iris,75,23,Dirichlet (α=1.0),0.22666666666666666,1.64,0.45244712324301417
iris,75,23,Dirichlet (α=0.5),0.30666666666666664,1.4666666666666666,0.36224007092988386
iris,75,23,Dirichlet (α=0.1),0.3333333333333333,0.72,0.11458586033571166
iris,75,23,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,24,IID,0.21333333333333335,1.7866666666666666,0.4963314061428798
iris,75,24,Dirichlet (α=10.0),0.10666666666666667,1.9066666666666667,0.5921652895238145
iris,75,24,Dirichlet (α=1.0),0.28,1.5866666666666667,0.41710642934772524
iris,75,24,Dirichlet (α=0.5),0.26666666666666666,1.3466666666666667,0.3337346981631531
iris,75,24,Dirichlet (α=0.1),0.3333333333333333,0.8,0.1390827057858514
iris,75,24,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,25,IID,0.29333333333333333,1.7066666666666668,0.4458570258571632
iris,75,25,Dirichlet (α=10.0),0.09333333333333334,1.9066666666666667,0.5984882922619095
iris,75,25,Dirichlet (α=1.0),0.30666666666666664,1.6,0.41207985030967687
iris,75,25,Dirichlet (α=0.5),0.32,1.2933333333333332,0.29604394884187685
iris,75,25,Dirichlet (α=0.1),0.25333333333333335,0.72,0.13209058625618167
iris,75,25,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,26,IID,0.36,1.64,0.4037950422857327
iris,75,26,Dirichlet (α=10.0),0.05333333333333334,1.8933333333333333,0.608514633333385
iris,75,26,Dirichlet (α=1.0),0.28,1.6133333333333333,0.4253912196520911
iris,75,26,Dirichlet (α=0.5),0.30666666666666664,1.3866666666666667,0.33798515115931327
iris,75,26,Dirichlet (α=0.1),0.38666666666666666,0.8133333333333334,0.13292329577817877
iris,75,26,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,27,IID,0.4266666666666667,1.5733333333333333,0.3617330587143023
iris,75,27,Dirichlet (α=10.0),0.10666666666666667,1.8533333333333333,0.5747828152619585
iris,75,27,Dirichlet (α=1.0),0.16,1.56,0.4433918487193411
iris,75,27,Dirichlet (α=0.5),0.28,1.3866666666666667,0.34940475374776936
iris,75,27,Dirichlet (α=0.1),0.30666666666666664,0.8,0.14653735470993415
iris,75,27,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,28,IID,0.25333333333333335,1.7466666666666666,0.4710942160000215
iris,75,28,Dirichlet (α=10.0),0.08,1.88,0.5930370852143391
iris,75,28,Dirichlet (α=1.0),0.25333333333333335,1.56,0.41313417296705846
iris,75,28,Dirichlet (α=0.5),0.22666666666666666,1.2666666666666666,0.32047323335661115
iris,75,28,Dirichlet (α=0.1),0.22666666666666666,0.8266666666666667,0.1900186713339819
iris,75,28,Forcé (1 classe/client),1.0,1.0,0.0
iris,75,29,IID,0.37333333333333335,1.6266666666666667,0.39538264557144664
iris,75,29,Dirichlet (α=10.0),0.04,1.8666666666666667,0.6021642201905293
iris,75,29,Dirichlet (α=1.0),0.30666666666666664,1.56,0.40159039939708596
iris,75,29,Dirichlet (α=0.5),0.3333333333333333,1.4533333333333334,0.35334251283654355
iris,75,29,Dirichlet (α=0.1),0.28,0.76,0.1408919725045323
iris,75,29,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,0,IID,0.67,1.33,0.20820681867858096
iris,100,0,Dirichlet (α=10.0),0.01,1.5,0.4963092975357145
iris,100,0,Dirichlet (α=1.0),0.15,1.3,0.3729887306894002
iris,100,0,Dirichlet (α=0.5),0.3,1.16,0.27548126280682467
iris,100,0,Dirichlet (α=0.1),0.27,0.64,0.118434176050289
iris,100,0,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,1,IID,0.65,1.35,0.22082541375001008
iris,100,1,Dirichlet (α=10.0),0.01,1.5,0.4963092975357145
iris,100,1,Dirichlet (α=1.0),0.22,1.34,0.36487599952864785
iris,100,1,Dirichlet (α=0.5),0.22,1.11,0.2817739543952984
iris,100,1,Dirichlet (α=0.1),0.22,0.7,0.1485452569794895
iris,100,1,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,2,IID,0.62,1.38,0.2397533063571538
iris,100,2,Dirichlet (α=10.0),0.02,1.49,0.48946394630357176
iris,100,2,Dirichlet (α=1.0),0.22,1.31,0.35525073854657796
iris,100,2,Dirichlet (α=0.5),0.22,1.16,0.29699630016089934
iris,100,2,Dirichlet (α=0.1),0.29,0.74,0.13539723192182948
iris,100,2,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,3,IID,0.67,1.33,0.20820681867858096
iris,100,3,Dirichlet (α=10.0),0.0,1.49,0.4957732438392864
iris,100,3,Dirichlet (α=1.0),0.18,1.29,0.35997388844647155
iris,100,3,Dirichlet (α=0.5),0.23,1.18,0.29943130357392883
iris,100,3,Dirichlet (α=0.1),0.19,0.62,0.12826921753305384
iris,100,3,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,4,IID,0.62,1.38,0.2397533063571538
iris,100,4,Dirichlet (α=10.0),0.0,1.5,0.49999999999999994
iris,100,4,Dirichlet (α=1.0),0.14,1.24,0.35463275033593755
iris,100,4,Dirichlet (α=0.5),0.27,1.12,0.266283334332221
iris,100,4,Dirichlet (α=0.1),0.24,0.65,0.11848626171392017
iris,100,4,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,5,IID,0.59,1.41,0.25868119896429753
iris,100,5,Dirichlet (α=10.0),0.0,1.5,0.49999999999999994
iris,100,5,Dirichlet (α=1.0),0.2,1.32,0.3658816683001494
iris,100,5,Dirichlet (α=0.5),0.25,1.17,0.2907740756508847
iris,100,5,Dirichlet (α=0.1),0.25,0.71,0.14452269228655062
iris,100,5,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,6,IID,0.7,1.3,0.18927892607143723
iris,100,6,Dirichlet (α=10.0),0.0,1.5,0.49999999999999994
iris,100,6,Dirichlet (α=1.0),0.24,1.31,0.34751595440361144
iris,100,6,Dirichlet (α=0.5),0.26,1.18,0.293186705925115
iris,100,6,Dirichlet (α=0.1),0.18,0.61,0.12374992931860529
iris,100,6,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,7,IID,0.67,1.33,0.20820681867858096
iris,100,7,Dirichlet (α=10.0),0.0,1.5,0.49999999999999994
iris,100,7,Dirichlet (α=1.0),0.22,1.34,0.36415982570011385
iris,100,7,Dirichlet (α=0.5),0.27,1.24,0.3135675039928972
iris,100,7,Dirichlet (α=0.1),0.26,0.75,0.1517974077488173
iris,100,7,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,8,IID,0.68,1.32,0.20189752114286633
iris,100,8,Dirichlet (α=10.0),0.0,1.48,0.49154648767857284
iris,100,8,Dirichlet (α=1.0),0.17,1.27,0.35630228813586373
iris,100,8,Dirichlet (α=0.5),0.2,1.17,0.3134345463014915
iris,100,8,Dirichlet (α=0.1),0.28,0.67,0.12026396194526527
iris,100,8,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,9,IID,0.62,1.38,0.2397533063571538
iris,100,9,Dirichlet (α=10.0),0.0,1.5,0.49999999999999994
iris,100,9,Dirichlet (α=1.0),0.17,1.34,0.3818587512858275
iris,100,9,Dirichlet (α=0.5),0.21,1.2,0.31217428603306335
iris,100,9,Dirichlet (α=0.1),0.24,0.78,0.16677754018046242
iris,100,9,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,10,IID,0.66,1.34,0.21451611621429553
iris,100,10,Dirichlet (α=10.0),0.03,1.49,0.4857732438392864
iris,100,10,Dirichlet (α=1.0),0.22,1.29,0.34775299619643474
iris,100,10,Dirichlet (α=0.5),0.19,1.16,0.3060021986444236
iris,100,10,Dirichlet (α=0.1),0.29,0.73,0.12773974689285067
iris,100,10,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,11,IID,0.7,1.3,0.18927892607143726
iris,100,11,Dirichlet (α=10.0),0.02,1.49,0.48946394630357176
iris,100,11,Dirichlet (α=1.0),0.17,1.27,0.3565804455358282
iris,100,11,Dirichlet (α=0.5),0.26,1.21,0.3052859902430422
iris,100,11,Dirichlet (α=0.1),0.24,0.65,0.1198708846856308
iris,100,11,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,12,IID,0.67,1.33,0.20820681867858093
iris,100,12,Dirichlet (α=10.0),0.01,1.5,0.4963092975357145
iris,100,12,Dirichlet (α=1.0),0.22,1.33,0.3590010653715424
iris,100,12,Dirichlet (α=0.5),0.29,1.19,0.29287341842838827
iris,100,12,Dirichlet (α=0.1),0.22,0.76,0.1643903162727755
iris,100,12,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,13,IID,0.7,1.3,0.18927892607143726
iris,100,13,Dirichlet (α=10.0),0.0,1.5,0.49999999999999994
iris,100,13,Dirichlet (α=1.0),0.19,1.32,0.36670159495718396
iris,100,13,Dirichlet (α=0.5),0.26,1.21,0.3060255863857922
iris,100,13,Dirichlet (α=0.1),0.27,0.7,0.13622736302150223
iris,100,13,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,14,IID,0.63,1.37,0.23344400882143923
iris,100,14,Dirichlet (α=10.0),0.0,1.48,0.49154648767857284
iris,100,14,Dirichlet (α=1.0),0.27,1.35,0.35114498345718526
iris,100,14,Dirichlet (α=0.5),0.27,1.24,0.31195949125364764
iris,100,14,Dirichlet (α=0.1),0.28,0.73,0.14125289916449701
iris,100,14,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,15,IID,0.72,1.28,0.1766603310000081
iris,100,15,Dirichlet (α=10.0),0.0,1.48,0.49154648767857284
iris,100,15,Dirichlet (α=1.0),0.15,1.26,0.3581066721109003
iris,100,15,Dirichlet (α=0.5),0.23,1.21,0.3164027314036141
iris,100,15,Dirichlet (α=0.1),0.29,0.72,0.13617433698703818
iris,100,15,Forcé (1 classe/client),1.0,1.0,0.0
iris,100,16,IID,0.66,1.34,0.21451611621429553
iris,100,16,Dirichlet (α=10.0),0.02,1.48,0.48523719014285815
iris,100,16,Dirichlet (α=1.0),0.19,1.34,0.3743613056357541
iris,100,16,Dirichlet (α=0.5),0.28,1.19,0.2908968607626127
